iter	RMSE
1503	0.0436973005
1504	0.04368506143
1505	0.04367011012
1506	0.04366866146
1507	0.04366559033
1508	0.04366469049
1509	0.04365888908
1510	0.04365458234
1511	0.04363298313
1512	0.04357836649
1513	0.04356198749
1514	0.04352720458
1515	0.04350918396
1516	0.04345490265
1517	0.04345274031
1518	0.04343960801
1519	0.04343660637
1520	0.04343397439
1521	0.04342224323
1522	0.04341188502
1523	0.04338593038
1524	0.04336823536
1525	0.04336047408
1526	0.04329236245
1527	0.04329061599
1528	0.04328739492
1529	0.0432806143
1530	0.043262788
1531	0.04319247259
1532	0.04317826867
1533	0.04317577542
1534	0.04317339131
1535	0.04315953486
1536	0.04314537807
1537	0.04314060526
1538	0.04313841249
1539	0.04313725277
1540	0.04311461716
1541	0.04305665005
1542	0.04305054906
1543	0.04304654303
1544	0.04304449743
1545	0.04303369388
1546	0.04301128771
1547	0.04300941909
1548	0.04300749391
1549	0.04300566453
1550	0.04299851149
1551	0.04297598436
1552	0.04296898932
1553	0.04296704537
1554	0.04296336506
1555	0.04295286553
1556	0.04295133976
1557	0.04293469989
1558	0.04293321021
1559	0.04292244535
1560	0.04292105242
1561	0.04285503752
1562	0.04285306384
1563	0.04282433267
1564	0.04282161168
1565	0.04279751256
1566	0.04274314117
1567	0.04273989882
1568	0.04268064836
1569	0.04266825948
1570	0.04265829947
1571	0.04264607984
1572	0.04264475575
1573	0.04262489265
1574	0.0426208165
1575	0.04255532292
1576	0.04253976126
1577	0.04248807995
1578	0.04248597823
1579	0.04242957564
1580	0.04238022375
1581	0.04237863111
1582	0.04235977857
1583	0.04223288544
1584	0.04221523403
1585	0.04221312372
1586	0.04221120918
1587	0.04215067564
1588	0.04214769392
1589	0.04214354212
1590	0.04212418603
1591	0.04211661395
1592	0.04203135666
1593	0.04202473107
1594	0.04202308411
1595	0.04199881665
1596	0.04199316337
1597	0.04197443595
1598	0.04197021143
1599	0.04193885856
1600	0.04191926302
1601	0.04179902113
1602	0.04179689739
1603	0.0417419183
1604	0.04164184931
1605	0.04158763333
1606	0.04158412443
1607	0.04158224735
1608	0.0415337794
1609	0.04149085324
1610	0.04148554101
1611	0.04147993661
1612	0.04147020617
1613	0.04146615137
1614	0.04145217007
1615	0.0414500921
1616	0.04144886844
1617	0.04138740048
1618	0.04138597818
1619	0.04132792416
1620	0.04132558349
1621	0.04132158065
1622	0.04125213477
1623	0.04123301207
1624	0.04120463259
1625	0.04120149166
1626	0.04118548449
1627	0.04114675301
1628	0.04114136886
1629	0.04112410339
1630	0.04112020899
1631	0.04111878227
1632	0.04110332877
1633	0.04109121072
1634	0.04108627605
1635	0.04108388803
1636	0.0410696151
1637	0.04106706065
1638	0.04103495944
1639	0.04103236648
1640	0.04097550908
1641	0.04094425601
1642	0.04093468871
1643	0.04091754011
1644	0.04091159158
1645	0.04089678788
1646	0.04089389206
1647	0.04088729191
1648	0.0408843537
1649	0.04087679974
1650	0.04087559485
1651	0.04087378
1652	0.04083450394
1653	0.04074484124
1654	0.04074236606
1655	0.04071605293
1656	0.04069636509
1657	0.04068020813
1658	0.04067870466
1659	0.04067207276
1660	0.04065089446
1661	0.04063302798
1662	0.0406301581
1663	0.0406282306
1664	0.04058320966
1665	0.04052785238
1666	0.04050804371
1667	0.04048907305
1668	0.04048261441
1669	0.04047010158
1670	0.04046668213
1671	0.04045189902
1672	0.04044782196
1673	0.04044673224
1674	0.04044399421
1675	0.04042924624
1676	0.0404274502
1677	0.04042494618
1678	0.04037285915
1679	0.04036044556
1680	0.04035466642
1681	0.0403090517
1682	0.04029856133
1683	0.0401887381
1684	0.04008393329
1685	0.04006506223
1686	0.04005893437
1687	0.04000767247
1688	0.03999918019
1689	0.03998600408
1690	0.03992123378
1691	0.03990971052
1692	0.03990657861
1693	0.03986206966
1694	0.03985456863
1695	0.03977292475
1696	0.03975474833
1697	0.03975311837
1698	0.0397352235
1699	0.03973411274
1700	0.03968877642
1701	0.03962916017
1702	0.03961412176
1703	0.03961291686
1704	0.03961188723
1705	0.03961033832
1706	0.03960487316
1707	0.03959412065
1708	0.03959159993
1709	0.03957883657
1710	0.03952946915
1711	0.03952573284
1712	0.03952463741
1713	0.03951066894
1714	0.03944896037
1715	0.03944179139
1716	0.03941809142
1717	0.03931218891
1718	0.03929109019
1719	0.03928958878
1720	0.03927982608
1721	0.03926153457
1722	0.03925871877
1723	0.03918009317
1724	0.03916146573
1725	0.03916048275
1726	0.0391590998
1727	0.03915011786
1728	0.03914886008
1729	0.03912167696
1730	0.03911956701
1731	0.03909593951
1732	0.03907728282
1733	0.03905856269
1734	0.0390551771
1735	0.03901132453
1736	0.03898480019
1737	0.03896624013
1738	0.03893405884
1739	0.0389178306
1740	0.03891514991
1741	0.03890583435
1742	0.0389042002
1743	0.03887815444
1744	0.03885970803
1745	0.03884335392
1746	0.03883602378
1747	0.03883249969
1748	0.03881332597
1749	0.03875802715
1750	0.03874068728
1751	0.03869914038
1752	0.03869715527
1753	0.03869520408
1754	0.03869396456
1755	0.03861682076
1756	0.03855935748
1757	0.03853481155
1758	0.03851666017
1759	0.03851581785
1760	0.03847626876
1761	0.03846087736
1762	0.0384140689
1763	0.0383926602
1764	0.03838178441
1765	0.03837989078
1766	0.03836957861
1767	0.03833072994
1768	0.0382910198
1769	0.03828947264
1770	0.03828851466
1771	0.0382676686
1772	0.0382295676
1773	0.03822776148
1774	0.03822341311
1775	0.03822092995
1776	0.03820732427
1777	0.0382048586
1778	0.03811534761
1779	0.03811313757
1780	0.03810067795
1781	0.03809634919
1782	0.03809040375
1783	0.03808819744
1784	0.0380388267
1785	0.03802214464
1786	0.03797401441
1787	0.03796219833
1788	0.03794356892
1789	0.03794231742
1790	0.03790247502
1791	0.03790022184
1792	0.03789798427
1793	0.03789308335
1794	0.03789073269
1795	0.03787830336
1796	0.03785542069
1797	0.03785425905
1798	0.03784624615
1799	0.03784465675
1800	0.03781957788
1801	0.03781746621
1802	0.03778692229
1803	0.03777470017
1804	0.03776916146
1805	0.03774699111
1806	0.03769941472
1807	0.03769756159
1808	0.0376832511
1809	0.03767502699
1810	0.03765931384
1811	0.03761461385
1812	0.03757040612
1813	0.03756609015
1814	0.03756482508
1815	0.03747938222
1816	0.03747811752
1817	0.03746652108
1818	0.03746471887
1819	0.03742844887
1820	0.03739656688
1821	0.03737951983
1822	0.03737686167
1823	0.03736232256
1824	0.03736145166
1825	0.03736038191
1826	0.03735794834
1827	0.03733241673
1828	0.03729569854
1829	0.03723684471
1830	0.03723590272
1831	0.03723400342
1832	0.0372179138
1833	0.03721671862
1834	0.037204834
1835	0.03719154779
1836	0.03717695937
1837	0.03717443843
1838	0.03712211908
1839	0.03703626109
1840	0.03703543615
1841	0.03691144297
1842	0.03690882763
1843	0.03685661319
1844	0.03682138797
1845	0.03678855005
1846	0.03678766869
1847	0.03678675686
1848	0.03678472311
1849	0.03678253404
1850	0.03677925577
1851	0.0367783082
1852	0.03677362303
1853	0.03676864024
1854	0.03666456916
1855	0.03665704344
1856	0.03664424059
1857	0.0366355657
1858	0.03663469146
1859	0.0365893864
1860	0.03658857572
1861	0.03658717219
1862	0.03658558424
1863	0.03658272536
1864	0.03658175935
1865	0.03657382811
1866	0.03657012351
1867	0.03653630115
1868	0.03644821922
1869	0.03644397534
1870	0.03644286939
1871	0.03641409098
1872	0.03641297167
1873	0.0363804311
1874	0.03636308047
1875	0.03629482577
1876	0.03625166974
1877	0.03623729045
1878	0.03622351185
1879	0.03621624677
1880	0.03621589341
1881	0.03617660865
1882	0.03617538712
1883	0.03616591468
1884	0.03613269401
1885	0.03611658723
1886	0.03611570741
1887	0.0360887682
1888	0.0360874731
1889	0.03608671373
1890	0.03608575569
1891	0.03608432982
1892	0.03604434807
1893	0.03591968502
1894	0.035917652
1895	0.03584800623
1896	0.03584500071
1897	0.03584410227
1898	0.03582956109
1899	0.03582864644
1900	0.03581586076
1901	0.03580650948
1902	0.03579494024
1903	0.03579380854
1904	0.03579306891
1905	0.03579203158
1906	0.03578567079
1907	0.03577839266
1908	0.03577702278
1909	0.03576380017
1910	0.03576020525
1911	0.03575623498
1912	0.03575287355
1913	0.03574151911
1914	0.03573269707
1915	0.03573083326
1916	0.03572975305
1917	0.03571743271
1918	0.03560340338
1919	0.03559863727
1920	0.03558607413
1921	0.03558470294
1922	0.03557193776
1923	0.03557126393
1924	0.03555271164
1925	0.03551609842
1926	0.03544838427
1927	0.03542824288
1928	0.03542749291
1929	0.03542622289
1930	0.03542381134
1931	0.03542292188
1932	0.03541315988
1933	0.03540173944
1934	0.03538385822
1935	0.03537620654
1936	0.0353743142
1937	0.03536154248
1938	0.03529453666
1939	0.03529161814
1940	0.03528401315
1941	0.03528111867
1942	0.03527896939
1943	0.0352785809
1944	0.03524714636
1945	0.03524511919
1946	0.03523408214
1947	0.03522642605
1948	0.03521848961
1949	0.03515223556
1950	0.03513537169
1951	0.03513123031
1952	0.03511146527
1953	0.0351097834
1954	0.03509741425
1955	0.03509641471
1956	0.03501890295
1957	0.03501784479
1958	0.03495172566
1959	0.03495035495
1960	0.03494945972
1961	0.03492391795
1962	0.03492249641
1963	0.03491788345
1964	0.03491710354
1965	0.03490999984
1966	0.03490707672
1967	0.03490198854
1968	0.03489974468
1969	0.0348989839
1970	0.03488985671
1971	0.03488696277
1972	0.03485633328
1973	0.03483726487
1974	0.03483476454
1975	0.03483368664
1976	0.03482611484
1977	0.03481358717
1978	0.03480154161
1979	0.0347815933
1980	0.03467397582
1981	0.03467004838
1982	0.03466127032
1983	0.03465991408
1984	0.0346214636
1985	0.03458101923
1986	0.03456867564
1987	0.03454704775
1988	0.03454588256
1989	0.03452402034
1990	0.0344899623
1991	0.03448955665
1992	0.03448566325
1993	0.03446735592
1994	0.03442652043
1995	0.03441132778
1996	0.03437425127
1997	0.03436006776
1998	0.03435379747
1999	0.0342841283
2000	0.03428336197
2001	0.03423372326
2002	0.03421937179
2003	0.03420863566
2004	0.03416474724
2005	0.03416371757
2006	0.03416264901
2007	0.03416152626
2008	0.03415988288
2009	0.0341589052
2010	0.03415516705
2011	0.03414940298
2012	0.03414782183
2013	0.03414653974
2014	0.03413462946
2015	0.03411793365
2016	0.03411717026
2017	0.0341161896
2018	0.03410385727
2019	0.03410192974
2020	0.034072125
2021	0.03406305602
2022	0.03406191909
2023	0.03403100074
2024	0.03401664567
2025	0.03401583933
2026	0.03401256804
2027	0.03401181758
2028	0.03399320696
2029	0.0339553306
2030	0.03395236224
2031	0.03394971764
2032	0.03394095215
2033	0.03393810532
2034	0.03392054822
2035	0.03392001774
2036	0.03391179418
2037	0.03389723956
2038	0.03389399836
2039	0.03389282885
2040	0.03387361987
2041	0.03386022133
2042	0.03384997304
2043	0.03383692805
2044	0.0338290057
2045	0.03381722166
2046	0.03380778655
2047	0.03380230809
2048	0.03377370639
2049	0.03377231942
2050	0.03376826852
2051	0.0337594428
2052	0.0337580921
2053	0.03374671358
2054	0.03374554324
2055	0.03368419258
2056	0.03367173877
2057	0.03367027761
2058	0.03365001149
2059	0.03361680987
2060	0.03361596804
2061	0.0336022744
2062	0.03355379603
2063	0.03347108339
2064	0.03346916661
2065	0.03346788021
2066	0.03346711515
2067	0.03345637183
2068	0.03342365701
2069	0.03342255425
2070	0.03341473644
2071	0.03338198409
2072	0.03337710525
2073	0.03337549494
2074	0.03337432966
2075	0.0333732024
2076	0.03337198539
2077	0.03336786605
2078	0.03336251659
2079	0.03336103385
2080	0.0333597594
2081	0.03331841898
2082	0.03330637833
2083	0.03329101206
2084	0.03328985083
2085	0.0332422599
2086	0.0332407772
2087	0.03322518515
2088	0.03321727477
2089	0.03320355518
2090	0.03317170441
2091	0.03317064844
2092	0.03316935726
2093	0.03316716418
2094	0.03316437221
2095	0.03316314817
2096	0.03315624319
2097	0.03312872991
2098	0.03312763489
2099	0.03312613983
2100	0.03311912407
2101	0.0330815671
2102	0.03307963113
2103	0.0330680689
2104	0.03304070796
2105	0.03297171006
2106	0.03295743543
2107	0.0329560144
2108	0.03295482634
2109	0.03294258771
2110	0.03293091378
2111	0.03293014619
2112	0.03292776142
2113	0.03292709648
2114	0.03289562402
2115	0.03289398173
2116	0.03288650396
2117	0.03284707863
2118	0.03280803164
2119	0.03280695828
2120	0.03280155577
2121	0.03280020429
2122	0.03279709372
2123	0.03279607086
2124	0.03279470456
2125	0.03278121639
2126	0.03278041592
2127	0.03277974041
2128	0.03274863669
2129	0.03273161284
2130	0.03270324469
2131	0.03267629769
2132	0.03266020969
2133	0.03264382807
2134	0.03263115117
2135	0.03262905679
2136	0.03261796778
2137	0.03260460736
2138	0.0326029323
2139	0.03258749257
2140	0.03258635608
2141	0.03258457272
2142	0.03258368749
2143	0.03257164017
2144	0.03256888461
2145	0.03255103855
2146	0.03254997526
2147	0.03252527788
2148	0.03252389747
2149	0.03250300987
2150	0.03249518139
2151	0.03249492108
2152	0.03248773254
2153	0.03247750296
2154	0.0324770287
2155	0.03245712163
2156	0.03245455262
2157	0.03245385309
2158	0.0324532505
2159	0.03242203286
2160	0.03238451974
2161	0.03233887703
2162	0.03232745087
2163	0.03224773031
2164	0.03224032541
2165	0.03223941052
2166	0.03223865355
2167	0.03223547622
2168	0.03222332
2169	0.03219275464
2170	0.03218436377
2171	0.03217061688
2172	0.03214715319
2173	0.03214493272
2174	0.03214390143
2175	0.03214338162
2176	0.03212327618
2177	0.03205756925
2178	0.03200023842
2179	0.03198497756
2180	0.03198343219
2181	0.03196151325
2182	0.03196038521
2183	0.03195526451
2184	0.03193969321
2185	0.03186283513
2186	0.03186168603
2187	0.03184872514
2188	0.03183386474
2189	0.03183317342
2190	0.03179977192
2191	0.03179887604
2192	0.03178758808
2193	0.03177921702
2194	0.03177026314
2195	0.0317650651
2196	0.03174583436
2197	0.03174444157
2198	0.03174316046
2199	0.03174199108
2200	0.03173516606
2201	0.0317109927
2202	0.03170693889
2203	0.03170430371
2204	0.03170413441
2205	0.03170024308
2206	0.0316518985
2207	0.03165162317
2208	0.03164128833
2209	0.03163515288
2210	0.03161238145
2211	0.0316102731
2212	0.03160956899
2213	0.03160822675
2214	0.03160605826
2215	0.03160463883
2216	0.03159027568
2217	0.03157933568
2218	0.03155588858
2219	0.03152592018
2220	0.03144859001
2221	0.03144756925
2222	0.03142382003
2223	0.03140943711
2224	0.03139380482
2225	0.03138653543
2226	0.03138418656
2227	0.03138388659
2228	0.03138091625
2229	0.03137194268
2230	0.03136948772
2231	0.03133276602
2232	0.03133163853
2233	0.03133101784
2234	0.03130700898
2235	0.03128763754
2236	0.03126834156
2237	0.03126684147
2238	0.03125365896
2239	0.03125140751
2240	0.03124357205
2241	0.03124245887
2242	0.03122032859
2243	0.03121804058
2244	0.03121681729
2245	0.03121563358
2246	0.03112688865
2247	0.03112630437
2248	0.03112522602
2249	0.03112200256
2250	0.03110716088
2251	0.03110581385
2252	0.0310928228
2253	0.03104089255
2254	0.03103890602
2255	0.03102940262
2256	0.03102881435
2257	0.03101873648
2258	0.03101680918
2259	0.03101621451
2260	0.03098381524
2261	0.03098012801
2262	0.0309786676
2263	0.03097747838
2264	0.03096797382
2265	0.03096400196
2266	0.03096251793
2267	0.03095857742
2268	0.03087422516
2269	0.03086160334
2270	0.0308198961
2271	0.03081914641
2272	0.03081776664
2273	0.0308170344
2274	0.03080328302
2275	0.03079331973
2276	0.03078997893
2277	0.03078851789
2278	0.03074726325
2279	0.03074587161
2280	0.03074525303
2281	0.03074468318
2282	0.03073611496
2283	0.03065225334
2284	0.03065095354
2285	0.03064915922
2286	0.03064847836
2287	0.03064629196
2288	0.03064427781
2289	0.03064262453
2290	0.03063582742
2291	0.0306256839
2292	0.03061119227
2293	0.03061026789
2294	0.03059644879
2295	0.03059514887
2296	0.03054575755
2297	0.03053451937
2298	0.03053279742
2299	0.03048878397
2300	0.03047351795
2301	0.03046906948
2302	0.03041610487
2303	0.03041536052
2304	0.0303963392
2305	0.03038173643
2306	0.03035413376
2307	0.03035317539
2308	0.03027543634
2309	0.03026939001
2310	0.03026830898
2311	0.03024846063
2312	0.03023354925
2313	0.03022580939
2314	0.03021850408
2315	0.0302172084
2316	0.03019315307
2317	0.03017911095
2318	0.03017769017
2319	0.03016128241
2320	0.03014682387
2321	0.03011936445
2322	0.0301057062
2323	0.03010287207
2324	0.03010171872
2325	0.03009217428
2326	0.03007872537
2327	0.03006542776
2328	0.03005098605
2329	0.03004084402
2330	0.03003996033
2331	0.03003955065
2332	0.03001869046
2333	0.03000415471
2334	0.03000338152
2335	0.02998510238
2336	0.02998468335
2337	0.02997328818
2338	0.02997314871
2339	0.02996301219
2340	0.02995297849
2341	0.02993139948
2342	0.02992982467
2343	0.02992150831
2344	0.02991121725
2345	0.02989854679
2346	0.02987047027
2347	0.02986959326
2348	0.02986181332
2349	0.02985334707
2350	0.02983912026
2351	0.02983856
2352	0.02980814963
2353	0.02980210074
2354	0.02979625905
2355	0.02979585065
2356	0.02979528864
2357	0.02979433043
2358	0.02979370084
2359	0.02979019053
2360	0.02974462318
2361	0.02973756681
2362	0.02973679035
2363	0.02972787532
2364	0.02972142488
2365	0.02968587289
2366	0.02967910879
2367	0.02966936091
2368	0.029656241
2369	0.02957860536
2370	0.02957759222
2371	0.02956125015
2372	0.02955716819
2373	0.02955594057
2374	0.02955530558
2375	0.02954396212
2376	0.02954022254
2377	0.02953544401
2378	0.02953490406
2379	0.02952502652
2380	0.02952373504
2381	0.02951844875
2382	0.02950414558
2383	0.0294968659
2384	0.02949662565
2385	0.02949621628
2386	0.02947814018
2387	0.02943625307
2388	0.02942356848
2389	0.0294089574
2390	0.02939107949
2391	0.02937717272
2392	0.02936665356
2393	0.02933578217
2394	0.02933222867
2395	0.02932424758
2396	0.02932373063
2397	0.02932220097
2398	0.02931377045
2399	0.02931111561
2400	0.02930998199
2401	0.02930658475
2402	0.02929706926
2403	0.0292918728
2404	0.02928021469
2405	0.02927716549
2406	0.02927620373
2407	0.02927545392
2408	0.02926731071
2409	0.02926672148
2410	0.02926584397
2411	0.02924889437
2412	0.02924745839
2413	0.02923770045
2414	0.02923676707
2415	0.02923552326
2416	0.02923224096
2417	0.02922953172
2418	0.02921190457
2419	0.02921046487
2420	0.02920558109
2421	0.02919666301
2422	0.02919649057
2423	0.02919473797
2424	0.02917173672
2425	0.02916619747
2426	0.02915635197
2427	0.02911465879
2428	0.02909440589
2429	0.02909376548
2430	0.0290361121
2431	0.02903587003
2432	0.02903059843
2433	0.02902669817
2434	0.02901119413
2435	0.02900051074
2436	0.02899396886
2437	0.02898844132
2438	0.02897772589
2439	0.02897648295
2440	0.02896533189
2441	0.02895672826
2442	0.02894066428
2443	0.02893086346
2444	0.02892982076
2445	0.02892794928
2446	0.02889890308
2447	0.02888347468
2448	0.02887344611
2449	0.02887279647
2450	0.0288652088
2451	0.02884481744
2452	0.02882772785
2453	0.02882612466
2454	0.02881610318
2455	0.02881000595
2456	0.02880146445
2457	0.0287632453
2458	0.02873558077
2459	0.02873485422
2460	0.02873055106
2461	0.02872007964
2462	0.02871858907
2463	0.02871332956
2464	0.02869147611
2465	0.02866583033
2466	0.02864909556
2467	0.02864815934
2468	0.02864764138
2469	0.0286448775
2470	0.02863420545
2471	0.0286329618
2472	0.0286190773
2473	0.02853304975
2474	0.02852469816
2475	0.02851484164
2476	0.02850688479
2477	0.02849886531
2478	0.02848866059
2479	0.0284818045
2480	0.02847046019
2481	0.02845683784
2482	0.02845246704
2483	0.02843300872
2484	0.02842612247
2485	0.02841103403
2486	0.02839771434
2487	0.02838638232
2488	0.0283858337
2489	0.02838387436
2490	0.02838205351
2491	0.02838012417
2492	0.02837911069
2493	0.02836519475
2494	0.02836487911
2495	0.02835765887
2496	0.02831760087
2497	0.02831554427
2498	0.02829836627
2499	0.02829684698
2500	0.02826240049
2501	0.02826019288
2502	0.0282596113
2503	0.02825180953
2504	0.02824532883
2505	0.02824457563
2506	0.02824410289
2507	0.02823982698
2508	0.02822932483
2509	0.02822798419
2510	0.02822744632
2511	0.0282270441
2512	0.02818629441
2513	0.02818548363
2514	0.02818490061
2515	0.02818124662
2516	0.02816212157
2517	0.02812412054
2518	0.02812343067
2519	0.02812278668
2520	0.02812225433
2521	0.02812174762
2522	0.02811184688
2523	0.02811132298
2524	0.02810912035
2525	0.02810845218
2526	0.02810668183
2527	0.02808675125
2528	0.02807897437
2529	0.02806859924
2530	0.02804918052
2531	0.02803476102
2532	0.02802760774
2533	0.02802614406
2534	0.0280249711
2535	0.02797397013
2536	0.02797343491
2537	0.0279613635
2538	0.02794481425
2539	0.02792914005
2540	0.02792023786
2541	0.02791868786
2542	0.02791819054
2543	0.02791802968
2544	0.02791724756
2545	0.0279049017
2546	0.02790428795
2547	0.0278958578
2548	0.02788480894
2549	0.02788464794
2550	0.02787363789
2551	0.02784746194
2552	0.02784660839
2553	0.02783790765
2554	0.02783627759
2555	0.02783482409
2556	0.02782749305
2557	0.02782697279
2558	0.02781221517
2559	0.02780237425
2560	0.02778844115
2561	0.02775140092
2562	0.02775126781
2563	0.02775072885
2564	0.02774693168
2565	0.0277400711
2566	0.02773552166
2567	0.02773392293
2568	0.02773333446
2569	0.02773212054
2570	0.02772747549
2571	0.02772637362
2572	0.02771751567
2573	0.02771124476
2574	0.02769599288
2575	0.02768632454
2576	0.02763528812
2577	0.02763413854
2578	0.02761439947
2579	0.0276128818
2580	0.02761170034
2581	0.02760335503
2582	0.02760201025
2583	0.02759283649
2584	0.02759236778
2585	0.02758636807
2586	0.02758448684
2587	0.02758310062
2588	0.02754127999
2589	0.02753956549
2590	0.02753915355
2591	0.02752383683
2592	0.02751821872
2593	0.02751757921
2594	0.02750756223
2595	0.02748929417
2596	0.02748749958
2597	0.02748405683
2598	0.02745762248
2599	0.02743970468
2600	0.02743931367
2601	0.02743874851
2602	0.02742270943
2603	0.02741275123
2604	0.02741217113
2605	0.02741137168
2606	0.02737034191
2607	0.027369162
2608	0.02736821674
2609	0.02736768006
2610	0.02736499528
2611	0.02735181639
2612	0.02735001494
2613	0.02734434745
2614	0.02734276076
2615	0.02732699626
2616	0.02732009055
2617	0.02731994628
2618	0.02730530491
2619	0.02730474
2620	0.0272833458
2621	0.02725897253
2622	0.02724044007
2623	0.02721521177
2624	0.02720597135
2625	0.02720538223
2626	0.02720414935
2627	0.02719705577
2628	0.02719681053
2629	0.02712934641
2630	0.02712866726
2631	0.02710207646
2632	0.02709062512
2633	0.027088117
2634	0.02708675586
2635	0.0270738837
2636	0.02706575548
2637	0.02705102745
2638	0.02704330944
2639	0.02704177808
2640	0.02704076716
2641	0.0270305025
2642	0.02701959927
2643	0.02700104935
2644	0.02700048881
2645	0.02699236918
2646	0.02698037566
2647	0.02697658797
2648	0.0269548469
2649	0.02694907046
2650	0.02694404543
2651	0.02693506727
2652	0.02693256655
2653	0.02693102876
2654	0.02691912736
2655	0.02691862065
2656	0.02690867123
2657	0.02690599854
2658	0.02690538818
2659	0.02689349047
2660	0.02688754792
2661	0.0268859518
2662	0.02685814361
2663	0.02685388472
2664	0.02684706462
2665	0.02684020756
2666	0.0268391273
2667	0.0268373907
2668	0.02682475427
2669	0.02680914569
2670	0.02680669779
2671	0.0268049086
2672	0.02676923818
2673	0.02675888381
2674	0.02675684677
2675	0.02675105938
2676	0.02674375556
2677	0.02674341453
2678	0.02674234124
2679	0.0267364111
2680	0.02672366365
2681	0.02671517985
2682	0.02669710545
2683	0.02669614269
2684	0.02669542772
2685	0.02669450471
2686	0.02668121259
2687	0.02667198321
2688	0.02665351008
2689	0.02663777949
2690	0.0266361433
2691	0.02663474153
2692	0.02663352304
2693	0.0266084649
2694	0.02659677968
2695	0.02659253739
2696	0.02658505479
2697	0.02658200712
2698	0.02657683268
2699	0.02657665393
2700	0.02657622097
2701	0.02657378013
2702	0.02657240416
2703	0.02655950087
2704	0.02655842543
2705	0.02653380889
2706	0.0265306456
2707	0.0265296788
2708	0.02652879512
2709	0.02651206505
2710	0.02651054497
2711	0.026498951
2712	0.02649115394
2713	0.02647711804
2714	0.02644651671
2715	0.02643708427
2716	0.02643229253
2717	0.02638485014
2718	0.0263832197
2719	0.02637549904
2720	0.02636986166
2721	0.0263583363
2722	0.02635794671
2723	0.02635484811
2724	0.02633817739
2725	0.02633731125
2726	0.02630717375
2727	0.02630632706
2728	0.0263029953
2729	0.02626803502
2730	0.02625849845
2731	0.02619021027
2732	0.02617512844
2733	0.02617224109
2734	0.02617127363
2735	0.02616686502
2736	0.02616654403
2737	0.02616594733
2738	0.02616533853
2739	0.02615159249
2740	0.02615066366
2741	0.02614224055
2742	0.02613127222
2743	0.02612935132
2744	0.02611861471
2745	0.02609591701
2746	0.02608122257
2747	0.02607317352
2748	0.0260600391
2749	0.02605394502
2750	0.02605358812
2751	0.0260523518
2752	0.02601857687
2753	0.02601090698
2754	0.02601052472
2755	0.02597621477
2756	0.02597550421
2757	0.02597347894
2758	0.02595876937
2759	0.02595719197
2760	0.0259569058
2761	0.02595615608
2762	0.02595521251
2763	0.02592126101
2764	0.02592028452
2765	0.0259142138
2766	0.02591385334
2767	0.02591298545
2768	0.02591146564
2769	0.0259064941
2770	0.02587288303
2771	0.0258719697
2772	0.02587066637
2773	0.02586998304
2774	0.02580524032
2775	0.02576362228
2776	0.02573120007
2777	0.02573065047
2778	0.02572294798
2779	0.02572198509
2780	0.02572029365
2781	0.02571941362
2782	0.02571814533
2783	0.02569608876
2784	0.02568063521
2785	0.02565857005
2786	0.02565418084
2787	0.02565344535
2788	0.02565229375
2789	0.0256516824
2790	0.02564539627
2791	0.02564425804
2792	0.02563493242
2793	0.02563393962
2794	0.02562496258
2795	0.02559111972
2796	0.0255862326
2797	0.02558486769
2798	0.0255751484
2799	0.02556846685
2800	0.02556833013
2801	0.02556693634
2802	0.02556553685
2803	0.02555769688
2804	0.02552931855
2805	0.0255183723
2806	0.02551282027
2807	0.02550913629
2808	0.02549463714
2809	0.02549304058
2810	0.02548220837
2811	0.02547563492
2812	0.02547443672
2813	0.02547285886
2814	0.02546265042
2815	0.02545666357
2816	0.02545006338
2817	0.02543574456
2818	0.02543456971
2819	0.02543298976
2820	0.02542882899
2821	0.02542220954
2822	0.0254186167
2823	0.0254036569
2824	0.02538550528
2825	0.0253733143
2826	0.02535346593
2827	0.02535284689
2828	0.0253525322
2829	0.02534893408
2830	0.02534846796
2831	0.02534814394
2832	0.02533999904
2833	0.02532907104
2834	0.02532217548
2835	0.02532045056
2836	0.02531465231
2837	0.02530687246
2838	0.02530079594
2839	0.02529425479
2840	0.02528679436
2841	0.0252864142
2842	0.02527287979
2843	0.02527127785
2844	0.02527082594
2845	0.02527031549
2846	0.02526930667
2847	0.0252622761
2848	0.02525620775
2849	0.02525535304
2850	0.02522886526
2851	0.02522822373
2852	0.02522718663
2853	0.02520874501
2854	0.0252083013
2855	0.02520158534
2856	0.02519969558
2857	0.02519946269
2858	0.02519072944
2859	0.02518388247
2860	0.02518257874
2861	0.02518106877
2862	0.02517141218
2863	0.02517010984
2864	0.02516946113
2865	0.02515927511
2866	0.02514591182
2867	0.02514526893
2868	0.02514266956
2869	0.02513426916
2870	0.02512666338
2871	0.025125619
2872	0.02512368915
2873	0.02512266171
2874	0.02512160305
2875	0.02511451046
2876	0.02506678755
2877	0.0250657685
2878	0.02506012109
2879	0.02505769877
2880	0.02502504757
2881	0.02501068021
2882	0.02498355317
2883	0.02498318502
2884	0.02494150146
2885	0.02491949345
2886	0.02490735192
2887	0.02486024664
2888	0.02482953773
2889	0.02482619621
2890	0.02479579137
2891	0.02479465135
2892	0.02478409056
2893	0.02477212533
2894	0.0247678667
2895	0.02476051072
2896	0.02475935196
2897	0.024758137
2898	0.02475787823
2899	0.02473921939
2900	0.02473301987
2901	0.02472569694
2902	0.0247253855
