iter	RMSE
206	0.1425478342
207	0.1421943471
208	0.1420598319
209	0.141543474
210	0.1411971601
211	0.1408787272
212	0.1406453295
213	0.14031423
214	0.1400282682
215	0.1397794791
216	0.1395085375
217	0.1391792982
218	0.1388512801
219	0.1383954427
220	0.1381386177
221	0.1378577093
222	0.1375709056
223	0.1372667296
224	0.1370558031
225	0.1367831624
226	0.1363649145
227	0.136116686
228	0.1359547843
229	0.1356508404
230	0.1353900483
231	0.1350454502
232	0.1345981385
233	0.1344351825
234	0.1343001972
235	0.1341241241
236	0.1338217849
237	0.1335646215
238	0.133268784
239	0.1331458672
240	0.1328897952
241	0.132726892
242	0.1325041958
243	0.1322569341
244	0.1319188403
245	0.1315640849
246	0.1313667444
247	0.1309142247
248	0.1307070053
249	0.1304726034
250	0.1302259173
251	0.129979641
252	0.1298186492
253	0.1295219991
254	0.1293015072
255	0.1290366628
256	0.1288368267
257	0.1285798449
258	0.1283287363
259	0.1281386054
260	0.1279350823
261	0.1277644148
262	0.1275019036
263	0.1272759766
264	0.1271391438
265	0.1267762548
266	0.126489653
267	0.1263844408
268	0.1262108086
269	0.1260393025
270	0.125824914
271	0.1256217806
272	0.1254328469
273	0.1252843188
274	0.1250485477
275	0.1248416064
276	0.1245376477
277	0.1244492757
278	0.12409526
279	0.1238805381
280	0.1236454156
281	0.1234650429
282	0.1231436549
283	0.1229822306
284	0.1227514562
285	0.122493836
286	0.1223392092
287	0.1220646393
288	0.1217894037
289	0.1215905533
290	0.1214603837
291	0.1212649689
292	0.1210421359
293	0.1208255537
294	0.1207309837
295	0.1205360284
296	0.1203375536
297	0.120165653
298	0.1200064635
299	0.1198370831
300	0.1195722186
301	0.1193854868
302	0.1192043218
303	0.1189730182
304	0.1188537281
305	0.1187285193
306	0.1184834205
307	0.1182610511
308	0.11804243
309	0.1178821899
310	0.1177477396
311	0.1176330018
312	0.1175085821
313	0.1173235931
314	0.1171465823
315	0.1169520441
316	0.116743669
317	0.1165140758
318	0.1163485762
319	0.1161960587
320	0.1160176549
321	0.1158142719
322	0.1156868451
323	0.1155562859
324	0.1152490636
325	0.1151107735
326	0.1149771848
327	0.1148391903
328	0.114619849
329	0.1145377707
330	0.1144740521
331	0.1142916988
332	0.1140929016
333	0.1140057512
334	0.1138801124
335	0.1136837862
336	0.113509531
337	0.1133982247
338	0.1133082057
339	0.1131449093
340	0.1130779152
341	0.1129510992
342	0.1128374988
343	0.1127128182
344	0.1125363002
345	0.1123640569
346	0.1122213361
347	0.1121547998
348	0.1120658426
349	0.1119061139
350	0.1118019409
351	0.1117097368
352	0.1115113232
353	0.1113993013
354	0.1111417726
355	0.1109490284
356	0.1108371548
357	0.1107044977
358	0.1106215295
359	0.1105327103
360	0.1103738219
361	0.1102672004
362	0.1101580785
363	0.1100937788
364	0.1100305665
365	0.1098730047
366	0.1097379313
367	0.1096633981
368	0.1095845986
369	0.1094937489
370	0.1094020162
371	0.1093149821
372	0.1091946128
373	0.1091409123
374	0.1090700942
375	0.1089903729
376	0.1088579753
377	0.1087532194
378	0.1086643776
379	0.1084513244
380	0.1083559086
381	0.1082549862
382	0.1081253376
383	0.1080762502
384	0.1079346703
385	0.1077649482
386	0.1075885406
387	0.1074698146
388	0.1072700941
389	0.1071128314
390	0.1069427889
391	0.1068783711
392	0.1067826866
393	0.1066252531
394	0.1065315781
395	0.1063863229
396	0.1062213407
397	0.106165194
398	0.1060984274
399	0.1059902854
400	0.105942963
401	0.1058785824
402	0.1057585466
403	0.1056837325
404	0.1055830634
405	0.1055401645
406	0.1054331183
407	0.1053735778
408	0.1053080792
409	0.1051292987
410	0.1050782129
411	0.1049993984
412	0.1049514527
413	0.1049071957
414	0.1048395599
415	0.1047691769
416	0.104708044
417	0.1046509364
418	0.104536688
419	0.1044907671
420	0.1043667355
421	0.1043210711
422	0.1041801532
423	0.1040536049
424	0.1039144877
425	0.1038203369
426	0.1037649634
427	0.1037067397
428	0.1036329027
429	0.1035373216
430	0.1034507362
431	0.1034026171
432	0.1033531114
433	0.1031663501
434	0.1030826482
435	0.1030200163
436	0.1029186479
437	0.1027763557
438	0.1026660306
439	0.1026070101
440	0.1024754169
441	0.1024429765
442	0.102355518
443	0.1021670351
444	0.1021277825
445	0.1020314245
446	0.1019243372
447	0.1017989045
448	0.1016763089
449	0.1016189237
450	0.1015491981
451	0.1015068483
452	0.1013907601
453	0.1013326196
454	0.1012815435
455	0.1012649855
456	0.1012277794
457	0.1011484108
458	0.1010373137
459	0.1009367967
460	0.1008853082
461	0.100826686
462	0.1007268979
463	0.100656938
464	0.1006156412
465	0.1005327584
466	0.1004364745
467	0.1003762203
468	0.1002918403
469	0.1001896584
470	0.1001392279
471	0.1000235297
472	0.09997279314
473	0.09987498622
474	0.09984785914
475	0.09980255262
476	0.09934874167
477	0.09929265096
478	0.09922923617
479	0.09900099723
480	0.09895471484
481	0.09892209846
482	0.09887911624
483	0.09879388541
484	0.09871186085
485	0.09868264198
486	0.09858448343
487	0.09848123698
488	0.09844724901
489	0.09841268235
490	0.09836749844
491	0.09829133675
492	0.09827728563
493	0.09816819938
494	0.09811888433
495	0.09808735325
496	0.0979821085
497	0.09796976802
498	0.09793902413
499	0.09790956759
500	0.09780265743
501	0.09778611579
502	0.09775612611
503	0.09773972933
504	0.09761771442
505	0.09754328413
506	0.09747113581
507	0.09742642778
508	0.09739319651
509	0.09728068273
510	0.09715931429
511	0.09705658017
512	0.09700077677
513	0.09689232859
514	0.09687301743
515	0.09684156068
516	0.09678779539
517	0.09674706271
518	0.09669994429
519	0.0966340737
520	0.09656757848
521	0.09645061092
522	0.09643783461
523	0.09630489947
524	0.09622057665
525	0.09617413824
526	0.09600282738
527	0.09599458276
528	0.09595005616
529	0.09590903031
530	0.09586365393
531	0.09577602545
532	0.09572750704
533	0.09571716142
534	0.09562488847
535	0.09546839542
536	0.09543708415
537	0.09538270624
538	0.09537165272
539	0.09497254772
540	0.0949605844
541	0.09494994924
542	0.09491543766
543	0.09490390061
544	0.09458404058
545	0.09450131436
546	0.09449025901
547	0.09442818032
548	0.09441730592
549	0.09439338931
550	0.09436667323
551	0.09427818191
552	0.09423624737
553	0.09419779626
554	0.09418510344
555	0.09416722879
556	0.09389705713
557	0.09386851882
558	0.09385790051
559	0.09359225286
560	0.09352440463
561	0.09347529816
562	0.09345088178
563	0.09306510967
564	0.09297109118
565	0.09293473438
566	0.09286330447
567	0.09283825466
568	0.0925210579
569	0.0924605137
570	0.09234994657
571	0.09231657889
572	0.09223507978
573	0.09221280567
574	0.09220261415
575	0.0921682621
576	0.09213665821
577	0.09211372242
578	0.0920372155
579	0.09164750304
580	0.09163763561
581	0.09161337175
582	0.09151059795
583	0.09125162398
584	0.09121247931
585	0.09102450913
586	0.09094589073
587	0.09089907333
588	0.09084105487
589	0.09077513405
590	0.09072040872
591	0.09068674446
592	0.09057018017
593	0.09055907179
594	0.09054887552
595	0.09053697278
596	0.09050843238
597	0.09048522129
598	0.09047038466
599	0.09045967849
600	0.09043662966
601	0.09039839084
602	0.09039248917
603	0.09038359625
604	0.0903532273
605	0.09027386466
606	0.09026531892
607	0.09025685308
608	0.089996945
609	0.08998894106
610	0.08992669801
611	0.08971698424
612	0.08970783597
613	0.08970153844
614	0.0896808069
615	0.08961695239
616	0.08953318612
617	0.08951396249
618	0.08947540042
619	0.0894024514
620	0.0893914733
621	0.08935950764
622	0.08932284719
623	0.08920151155
624	0.08919617286
625	0.08913086502
626	0.08902895477
627	0.08899412392
628	0.08895101288
629	0.08889229859
630	0.08864255996
631	0.08863499356
632	0.08853805519
633	0.08846521804
634	0.08841374819
635	0.08840654174
636	0.08838784211
637	0.08837002607
638	0.08832814229
639	0.08824334314
640	0.08815188086
641	0.08777737457
642	0.08768212236
643	0.08734371861
644	0.08732925843
645	0.08726086312
646	0.08719701178
647	0.08701621977
648	0.08700610508
649	0.08695876627
650	0.08693847434
651	0.08691956163
652	0.08678731032
653	0.08676867432
654	0.08674922469
655	0.08673025714
656	0.08660283415
657	0.08657015883
658	0.08654682042
659	0.08654021337
660	0.08644872608
661	0.08643744305
662	0.0863726729
663	0.08629248805
664	0.08628690968
665	0.08627908204
666	0.08627011289
667	0.08623949225
668	0.08623127386
669	0.08621398328
670	0.08613758114
671	0.08610545134
672	0.08599340812
673	0.08596679611
674	0.08588387844
675	0.08564557033
676	0.08557061231
677	0.08552010362
678	0.08546520232
679	0.08544084514
680	0.08533089552
681	0.0849738083
682	0.08493379817
683	0.08492861426
684	0.08491358411
685	0.08490115288
686	0.08470337039
687	0.08468819616
688	0.08463281698
689	0.08456627613
690	0.08450955662
691	0.08444968377
692	0.08443541697
693	0.08441086943
694	0.08438905193
695	0.08431876524
696	0.08431298388
697	0.08430112076
698	0.08426666605
699	0.08423227226
700	0.08421651968
701	0.08415829426
702	0.08414059641
703	0.08410062126
704	0.08408064428
705	0.08391959028
706	0.08391275695
707	0.08387187828
708	0.08353512641
709	0.08352117465
710	0.08347833698
711	0.08345445173
712	0.08344126224
713	0.08342866702
714	0.08338132808
715	0.08305220346
716	0.08303809158
717	0.08293653492
718	0.08282227939
719	0.08255218389
720	0.08254390707
721	0.08253193787
722	0.08250866958
723	0.08250368253
724	0.08247930223
725	0.08228959131
726	0.08215460741
727	0.08195137163
728	0.08190420632
729	0.08187877416
730	0.08183934375
731	0.08180971091
732	0.08180236946
733	0.08160453396
734	0.08155661089
735	0.08146336801
736	0.08135594498
737	0.08131661962
738	0.08126653038
739	0.08124049145
740	0.08123593067
741	0.08121322125
742	0.08120159251
743	0.08118971637
744	0.08113329224
745	0.08080677059
746	0.08062210864
747	0.08058699856
748	0.08055709886
749	0.08053923605
750	0.08049968087
751	0.08048697646
752	0.08044958874
753	0.08035951757
754	0.08034399186
755	0.0800156712
756	0.07996104181
757	0.07992051787
758	0.07990889403
759	0.07973065169
760	0.07970524145
761	0.07969997869
762	0.0796536526
763	0.07958553137
764	0.07955207883
765	0.07954801549
766	0.07924357332
767	0.07885453847
768	0.07884026141
769	0.07878135998
770	0.07865802495
771	0.07848567549
772	0.07847291707
773	0.07843951605
774	0.07839412006
775	0.07837234183
776	0.07830134032
777	0.07801516523
778	0.07799322645
779	0.07762189669
780	0.07756245185
781	0.07755806146
782	0.0775488946
783	0.0774411554
784	0.07743043149
785	0.0773915408
786	0.07737683596
787	0.07734803163
788	0.07733564922
789	0.07732754334
790	0.07714213251
791	0.07711693797
792	0.07709481142
793	0.07704535359
794	0.07703234302
795	0.0767792354
796	0.07677540574
797	0.0767597092
798	0.076721233
799	0.07657394551
800	0.07652183875
801	0.07643027227
802	0.07631491523
803	0.0762667704
804	0.07624552571
805	0.07623116626
806	0.07593444779
807	0.07589839178
808	0.07585153684
809	0.07556561122
810	0.07554197502
811	0.07553358648
812	0.07552367014
813	0.07550536809
814	0.07548591155
815	0.07547209996
816	0.07536903676
817	0.07535108968
818	0.07533732238
819	0.07530919768
820	0.07526725678
821	0.07508882971
822	0.07504388163
823	0.07473798019
824	0.07466657144
825	0.0746547578
826	0.07459552935
827	0.07455639747
828	0.07455283972
829	0.07447876281
830	0.07442629623
831	0.07427286712
832	0.07424182551
833	0.07420928441
834	0.07419770711
835	0.07413137442
836	0.07406646707
837	0.07391856657
838	0.07386005585
839	0.07382406223
840	0.07377961936
841	0.07376238895
842	0.07372366408
843	0.07356951705
844	0.07350563521
845	0.07349984489
846	0.07348162185
847	0.07347575654
848	0.07332967898
849	0.07331762092
850	0.07328220755
851	0.07325514884
852	0.07319050786
853	0.07302233938
854	0.0729662354
855	0.07292598342
856	0.07285310211
857	0.07271033877
858	0.07268800078
859	0.07265183716
860	0.07262098335
861	0.07261359828
862	0.07259715371
863	0.07252263407
864	0.07249663981
865	0.07245680116
866	0.07240904081
867	0.07238327458
868	0.07234071396
869	0.07231444083
870	0.07230234214
871	0.07226054165
872	0.07220134889
873	0.07219442679
874	0.07209083824
875	0.07208316795
876	0.07187778315
877	0.07187445509
878	0.07186618061
879	0.07182593199
880	0.07179963419
881	0.07177677401
882	0.0716266842
883	0.0715834786
884	0.07157543789
885	0.07156236947
886	0.07151970642
887	0.0714899724
888	0.07121117228
889	0.07120601373
890	0.07118923406
891	0.07115753026
892	0.07095739683
893	0.07084879303
894	0.07077865131
895	0.07075463
896	0.07066133047
897	0.07062064042
898	0.07055746506
899	0.0705195304
900	0.07047685116
901	0.0704645427
902	0.07042121693
903	0.07039285158
904	0.07019737335
905	0.07016185751
906	0.06992582358
907	0.06992478674
908	0.06991749779
909	0.06990131266
910	0.06984003593
911	0.06982682233
912	0.06981461141
913	0.06981054469
914	0.06979208298
915	0.06978880392
916	0.06978169665
917	0.06977879938
918	0.0696939637
919	0.06964760924
920	0.06961716075
921	0.06961478609
922	0.06957233666
923	0.06951891461
924	0.06950638854
925	0.06949080129
926	0.06948060298
927	0.06935518812
928	0.06933577537
929	0.06918139105
930	0.06917170167
931	0.06904952743
932	0.06902041162
933	0.0687478359
934	0.06870715302
935	0.06869746296
936	0.0686958621
937	0.06846251755
938	0.06841825243
939	0.06841129359
940	0.06840749129
941	0.06814809152
942	0.06801880211
943	0.06796239774
944	0.06795024628
945	0.06787133576
946	0.0676883367
947	0.06767074841
948	0.06766777968
949	0.06762070513
950	0.06755868129
951	0.06755377754
952	0.06751187336
953	0.06749340705
954	0.0674324882
955	0.06741875499
956	0.0674071569
957	0.06738908786
958	0.06735192844
959	0.0673006037
960	0.06726702123
961	0.06721905153
962	0.06720057339
963	0.06716319674
964	0.06711466523
965	0.06708278729
966	0.06683035903
967	0.06682818683
968	0.06677444833
969	0.06671335272
970	0.06670965843
971	0.06669623442
972	0.06661298331
973	0.06660385631
974	0.06651159201
975	0.0665021971
976	0.06643226598
977	0.06642752965
978	0.0663571278
979	0.06632055928
980	0.06631626025
981	0.06627857871
982	0.06625062932
983	0.06621360852
984	0.06619246824
985	0.06616101457
986	0.06615942015
987	0.06612337885
988	0.06586498877
989	0.06579809775
990	0.06579716664
991	0.06576270862
992	0.06574045866
993	0.06570927678
994	0.06570074212
995	0.06563192664
996	0.06560726704
997	0.06549969272
998	0.06545437037
999	0.06520364201
1000	0.06519997767
1001	0.06518861179
1002	0.06515291747
1003	0.06513526275
1004	0.0651016461
1005	0.06508595777
1006	0.06498069871
1007	0.06495048563
1008	0.06491160413
1009	0.06487698227
1010	0.06482506862
1011	0.0646896078
1012	0.06440023535
1013	0.06439589172
1014	0.06438695782
1015	0.06435054867
1016	0.06434865417
1017	0.06434252565
1018	0.06423042321
1019	0.0641767568
1020	0.06417050363
1021	0.06414845235
1022	0.0641294319
1023	0.0641218294
1024	0.06411640371
1025	0.06410621144
1026	0.06407923739
1027	0.06398898765
1028	0.0639582553
1029	0.06389722797
1030	0.0638769481
1031	0.06380559036
1032	0.06380051102
1033	0.06376922484
1034	0.06374299832
1035	0.06356473954
1036	0.06355164977
1037	0.06354253914
1038	0.06348648494
1039	0.06344811823
1040	0.0634354654
1041	0.06332511713
1042	0.06329211737
1043	0.06326224624
1044	0.0632468349
1045	0.06323423362
1046	0.06323290275
1047	0.0632098678
1048	0.06303482143
1049	0.06300388573
1050	0.06298688021
1051	0.0627487112
1052	0.06267321557
1053	0.0625532204
1054	0.06252306679
1055	0.06248418481
1056	0.06245680298
1057	0.06244622571
1058	0.06244407172
1059	0.06225752109
1060	0.06223617812
1061	0.06220084189
1062	0.06216500648
1063	0.06215587916
1064	0.06204324546
1065	0.0618571016
1066	0.06164127756
1067	0.0616122661
1068	0.0615542065
1069	0.06148308364
1070	0.0614725897
1071	0.06145016243
1072	0.06141820017
1073	0.06139477338
1074	0.06130339962
1075	0.06129086225
1076	0.06125834777
1077	0.06125274076
1078	0.06123792227
1079	0.06122680062
1080	0.06120376285
1081	0.06110904672
1082	0.06110044927
1083	0.06108477697
1084	0.06104887436
1085	0.06099658112
1086	0.06098716833
1087	0.06095956656
1088	0.06079060862
1089	0.06077074079
1090	0.06073900122
1091	0.06069052975
1092	0.06066964976
1093	0.06053727595
1094	0.0605140284
1095	0.06036510934
1096	0.06035815548
1097	0.06034719673
1098	0.06024242452
1099	0.06023817106
1100	0.06018301263
1101	0.06015223188
1102	0.06013782133
1103	0.06011505888
1104	0.06004638219
1105	0.06003170815
1106	0.05997300416
1107	0.05997027949
1108	0.05992090101
1109	0.05987378817
1110	0.05986500144
1111	0.05982493334
1112	0.05979866929
1113	0.05978958169
1114	0.05978494804
1115	0.05975270892
1116	0.05972784661
1117	0.05970703038
1118	0.05959289003
1119	0.05959204308
1120	0.05951336523
1121	0.05949224643
1122	0.05939325523
1123	0.05938730742
1124	0.05937631276
1125	0.05936708608
1126	0.05936466547
1127	0.05935613323
1128	0.0593446135
1129	0.05924260474
1130	0.0591863779
1131	0.05917296085
1132	0.0590649895
1133	0.0589854873
1134	0.0589752913
1135	0.05897221841
1136	0.05896839031
1137	0.05894158553
1138	0.05893382484
1139	0.05884973819
1140	0.05883770657
1141	0.05880915956
1142	0.05880120852
1143	0.05857919027
1144	0.05856707777
1145	0.05854103398
1146	0.0585366878
1147	0.05852838946
1148	0.05843178453
1149	0.05842952566
1150	0.05842590244
1151	0.05837913682
1152	0.05824629052
1153	0.0580132
1154	0.05796825864
1155	0.05777801972
1156	0.05777476184
1157	0.05775565746
1158	0.05774624396
1159	0.05774196173
1160	0.05771288512
1161	0.05765000496
1162	0.05763723751
1163	0.05763139215
1164	0.0576072764
1165	0.05737998023
1166	0.05730063346
1167	0.056985971
1168	0.05695153658
1169	0.05693414822
1170	0.0568570793
1171	0.05685467997
1172	0.05681896057
1173	0.05680320152
1174	0.05667254648
1175	0.05662199303
1176	0.05661767401
1177	0.0566143325
1178	0.05653740936
1179	0.0563981187
1180	0.05637295505
1181	0.05636133167
1182	0.05630497171
1183	0.05619403423
1184	0.05618688226
1185	0.05617465735
1186	0.05611681741
1187	0.05610132727
1188	0.0560708769
1189	0.05607044412
1190	0.05606143451
1191	0.05605502704
1192	0.05586319828
1193	0.05585382521
1194	0.05584907105
1195	0.05578055304
1196	0.05577163807
1197	0.05574046972
1198	0.05573161886
1199	0.05572318389
1200	0.05572095274
1201	0.05565084261
1202	0.05553648327
1203	0.05551013229
1204	0.05548749041
1205	0.05543459086
1206	0.05535902326
1207	0.05535057584
1208	0.0553123353
1209	0.05524844256
1210	0.05506263454
1211	0.05503364636
1212	0.05502235141
1213	0.05488478264
1214	0.05487667917
1215	0.05487521949
1216	0.05486288995
1217	0.0548548727
1218	0.0547324469
1219	0.05471700092
1220	0.05466368824
1221	0.05465254353
1222	0.05464793274
1223	0.05451370011
1224	0.05451175768
1225	0.05448683169
1226	0.0544647507
1227	0.05445773851
1228	0.05444921173
1229	0.05440485454
1230	0.05419950098
1231	0.05402640089
1232	0.05401939989
1233	0.0540003014
1234	0.05398739156
1235	0.05398235879
1236	0.05394833011
1237	0.05391183484
1238	0.05389475415
1239	0.05389301353
1240	0.05381079026
1241	0.05377477026
1242	0.05375801652
1243	0.05373940901
1244	0.05371747451
1245	0.05371009371
1246	0.05369865516
1247	0.05365345112
1248	0.05363150813
1249	0.05352602763
1250	0.05351332518
1251	0.05349337755
1252	0.05339537585
1253	0.05339362064
1254	0.05337877182
1255	0.05336123182
1256	0.05334486766
1257	0.0533157524
1258	0.05329347941
1259	0.05328580677
1260	0.05322639653
1261	0.0532214871
1262	0.0531079967
1263	0.05309809327
1264	0.05307063791
1265	0.05306586175
1266	0.0530581667
1267	0.05304845199
1268	0.05296805856
1269	0.05295806974
1270	0.05284173035
1271	0.05283646355
1272	0.0526391247
1273	0.0526312945
1274	0.0525990597
1275	0.052548363
1276	0.05250264597
1277	0.05239322162
1278	0.05238522077
1279	0.05236795321
1280	0.05233329647
1281	0.05218374084
1282	0.05216227032
1283	0.05214964284
1284	0.05212046776
1285	0.0521151566
1286	0.0521067727
1287	0.05198757821
1288	0.051926339
1289	0.05188852223
1290	0.05183895538
1291	0.05183085164
1292	0.05180624439
1293	0.05179518366
1294	0.05175823335
1295	0.05174818549
1296	0.05169214047
1297	0.05166830258
1298	0.05165779295
1299	0.05164675567
1300	0.05161661721
1301	0.05159220109
1302	0.0515668421
1303	0.05155889223
1304	0.05148167543
1305	0.05147661033
1306	0.05146151935
1307	0.05145950065
1308	0.05145068172
1309	0.05144619397
1310	0.05142927458
1311	0.05142318569
1312	0.05139885911
1313	0.05139036048
1314	0.05135699564
1315	0.05128065588
1316	0.05125917322
1317	0.05125811671
1318	0.05103487582
1319	0.05101583304
1320	0.05101112092
1321	0.05097861303
1322	0.05097222955
1323	0.05093607035
1324	0.05093304857
1325	0.0509009357
1326	0.05071668581
1327	0.05071318308
1328	0.05053329625
1329	0.05051101996
1330	0.05048501412
1331	0.05031038635
1332	0.05028461269
1333	0.05026072698
1334	0.05006017108
1335	0.05003205322
1336	0.04997675407
1337	0.04988607339
1338	0.04985802178
1339	0.04985276643
1340	0.04984297269
1341	0.04975354532
1342	0.04973862923
1343	0.04971946973
1344	0.04969695028
1345	0.04963252566
1346	0.04962953326
1347	0.04962488115
1348	0.04945834539
1349	0.04945348141
1350	0.04937310998
1351	0.0493494941
1352	0.04932685785
1353	0.04931622105
1354	0.04909551224
1355	0.0489343947
1356	0.04892484247
1357	0.04889220844
1358	0.04888850454
1359	0.04873119357
1360	0.04872159666
1361	0.0487128207
1362	0.04868430798
1363	0.04866906028
1364	0.04866639459
1365	0.04866245516
1366	0.04848243262
1367	0.04841130121
1368	0.04840201776
1369	0.0483767522
1370	0.0483465028
1371	0.04833873293
1372	0.04833368729
1373	0.04831008501
1374	0.04824209771
1375	0.04814759703
1376	0.04810882419
1377	0.04804916138
1378	0.04789032199
1379	0.04788360219
1380	0.04779459364
1381	0.04779002435
1382	0.04776897626
1383	0.04775972684
1384	0.04775342786
1385	0.04773243187
1386	0.0476913102
1387	0.04759342149
1388	0.04741193779
1389	0.04727529399
1390	0.04727339648
1391	0.04726522792
1392	0.04726265479
1393	0.0472565718
1394	0.04719566005
1395	0.04719311401
1396	0.04716776755
1397	0.04714218825
1398	0.0471386609
1399	0.04707192825
1400	0.04705997929
1401	0.04703770265
1402	0.04702810651
1403	0.04702572889
1404	0.04700055985
1405	0.04699354463
1406	0.04698894532
1407	0.04696488635
1408	0.04690240236
1409	0.04686958366
1410	0.04684454087
1411	0.04683939924
1412	0.04670800582
1413	0.04668439605
1414	0.04648603837
1415	0.04646671155
1416	0.04644952399
1417	0.04642952748
1418	0.04640832028
1419	0.04628205684
1420	0.04626436039
1421	0.04620015913
1422	0.0461978134
1423	0.04617457234
1424	0.04616989831
1425	0.04616480498
1426	0.04613879471
1427	0.04612161847
1428	0.04606356825
1429	0.0460516623
1430	0.04603852171
1431	0.04603456365
1432	0.04591170121
1433	0.04588885945
1434	0.04585021183
1435	0.04583928504
1436	0.045802479
1437	0.04577537329
1438	0.04569706683
1439	0.04567186247
1440	0.04565189326
1441	0.04559024551
1442	0.04558597931
1443	0.04555653411
1444	0.04555404771
1445	0.04548161315
1446	0.04545961612
1447	0.0453102265
1448	0.04529602872
1449	0.04528859662
1450	0.04520480483
1451	0.04520295865
1452	0.04519884135
1453	0.04519509025
1454	0.04516670648
1455	0.04510673303
1456	0.04510424024
1457	0.04508097895
1458	0.04506829903
1459	0.0450466031
1460	0.0450431347
1461	0.04502298785
1462	0.04501957672
1463	0.04499535836
1464	0.04497472705
1465	0.04495998188
1466	0.04495857372
1467	0.04494103264
1468	0.04493312055
1469	0.04482818199
1470	0.04482027943
1471	0.04481898252
1472	0.04481615464
1473	0.04480044538
1474	0.044765605
1475	0.04460741707
1476	0.04459254821
1477	0.04457126094
1478	0.04456796767
1479	0.04456461926
1480	0.04454908131
1481	0.04440026263
1482	0.0443169506
1483	0.04431395627
1484	0.04423886646
1485	0.04421418905
1486	0.044211951
1487	0.04414442588
1488	0.04414105285
1489	0.04413965665
1490	0.04410077533
1491	0.04404824013
1492	0.04402046898
1493	0.04401365695
1494	0.04392820563
1495	0.04392580058
1496	0.04389894718
1497	0.0438821162
1498	0.04384845199
1499	0.04384618286
1500	0.04378488239
1501	0.04378305279
1502	0.04376770476
