iter	Passed	Remaining
3458	2465	385
3459	2466	384
3460	2467	384
3461	2467	383
3462	2468	382
3463	2469	382
3464	2469	381
3465	2470	380
3466	2470	379
3467	2471	379
3468	2472	378
3469	2472	377
3470	2473	376
3471	2474	376
3472	2474	375
3473	2475	374
3474	2476	374
3475	2476	373
3476	2477	372
3477	2478	371
3478	2478	371
3479	2479	370
3480	2480	369
3481	2480	369
3482	2481	368
3483	2481	367
3484	2482	366
3485	2483	366
3486	2484	365
3487	2484	364
3488	2485	364
3489	2485	363
3490	2486	362
3491	2487	361
3492	2488	361
3493	2488	360
3494	2489	359
3495	2489	358
3496	2490	358
3497	2491	357
3498	2491	356
3499	2492	356
3500	2493	355
3501	2493	354
3502	2494	353
3503	2495	353
3504	2495	352
3505	2496	351
3506	2496	351
3507	2497	350
3508	2498	349
3509	2499	348
3510	2499	348
3511	2500	347
3512	2500	346
3513	2501	345
3514	2502	345
3515	2502	344
3516	2503	343
3517	2503	343
3518	2504	342
3519	2505	341
3520	2505	340
3521	2506	340
3522	2507	339
3523	2507	338
3524	2508	338
3525	2508	337
3526	2509	336
3527	2510	335
3528	2510	335
3529	2511	334
3530	2512	333
3531	2512	332
3532	2513	332
3533	2513	331
3534	2514	330
3535	2515	330
3536	2515	329
3537	2516	328
3538	2517	327
3539	2517	327
3540	2518	326
3541	2519	325
3542	2519	325
3543	2520	324
3544	2520	323
3545	2521	322
3546	2522	322
3547	2522	321
3548	2523	320
3549	2524	319
3550	2524	319
3551	2525	318
3552	2525	317
3553	2526	317
3554	2526	316
3555	2527	315
3556	2528	314
3557	2528	314
3558	2529	313
3559	2529	312
3560	2530	311
3561	2531	311
3562	2531	310
3563	2532	309
3564	2533	309
3565	2533	308
3566	2534	307
3567	2535	306
3568	2535	306
3569	2536	305
3570	2537	304
3571	2537	304
3572	2538	303
3573	2538	302
3574	2539	301
3575	2540	301
3576	2540	300
3577	2541	299
3578	2541	299
3579	2542	298
3580	2543	297
3581	2543	296
3582	2544	296
3583	2545	295
3584	2545	294
3585	2546	293
3586	2546	293
3587	2547	292
3588	2548	291
3589	2548	291
3590	2549	290
3591	2549	289
3592	2550	288
3593	2551	288
3594	2551	287
3595	2552	286
3596	2552	286
3597	2553	285
3598	2554	284
3599	2554	283
3600	2555	283
3601	2556	282
3602	2556	281
3603	2557	281
3604	2558	280
3605	2558	279
3606	2559	278
3607	2559	278
3608	2560	277
3609	2561	276
3610	2561	275
3611	2562	275
3612	2563	274
3613	2564	273
3614	2564	273
3615	2565	272
3616	2566	271
3617	2567	271
3618	2568	270
3619	2569	269
3620	2569	268
3621	2570	268
3622	2571	267
3623	2571	266
3624	2572	266
3625	2573	265
3626	2574	264
3627	2574	264
3628	2575	263
3629	2576	262
3630	2576	261
3631	2577	261
3632	2578	260
3633	2578	259
3634	2580	259
3635	2580	258
3636	2581	257
3637	2582	256
3638	2582	256
3639	2583	255
3640	2583	254
3641	2584	254
3642	2585	253
3643	2585	252
3644	2586	251
3645	2587	251
3646	2587	250
3647	2588	249
3648	2589	249
3649	2589	248
3650	2590	247
3651	2591	246
3652	2591	246
3653	2592	245
3654	2592	244
3655	2593	244
3656	2594	243
3657	2594	242
3658	2595	241
3659	2596	241
3660	2596	240
3661	2597	239
3662	2598	239
3663	2598	238
3664	2599	237
3665	2600	236
3666	2600	236
3667	2601	235
3668	2601	234
3669	2602	234
3670	2603	233
3671	2603	232
3672	2604	231
3673	2605	231
3674	2605	230
3675	2606	229
3676	2606	228
3677	2607	228
3678	2607	227
3679	2608	226
3680	2609	226
3681	2609	225
3682	2610	224
3683	2610	223
3684	2611	223
3685	2612	222
3686	2612	221
3687	2613	221
3688	2614	220
3689	2614	219
3690	2615	218
3691	2616	218
3692	2616	217
3693	2617	216
3694	2618	216
3695	2618	215
3696	2619	214
3697	2620	213
3698	2620	213
3699	2621	212
3700	2621	211
3701	2622	211
3702	2623	210
3703	2623	209
3704	2624	208
3705	2624	208
3706	2625	207
3707	2626	206
3708	2626	206
3709	2627	205
3710	2628	204
3711	2628	203
3712	2629	203
3713	2630	202
3714	2630	201
3715	2631	201
3716	2631	200
3717	2632	199
3718	2633	198
3719	2634	198
3720	2634	197
3721	2635	196
3722	2635	196
3723	2636	195
3724	2637	194
3725	2637	193
3726	2638	193
3727	2639	192
3728	2639	191
3729	2640	191
3730	2641	190
3731	2641	189
3732	2642	188
3733	2643	188
3734	2643	187
3735	2644	186
3736	2645	186
3737	2645	185
3738	2646	184
3739	2647	184
3740	2647	183
3741	2648	182
3742	2648	181
3743	2649	181
3744	2650	180
3745	2651	179
3746	2651	179
3747	2652	178
3748	2652	177
3749	2653	176
3750	2654	176
3751	2654	175
3752	2655	174
3753	2655	174
3754	2656	173
3755	2657	172
3756	2657	171
3757	2658	171
3758	2659	170
3759	2659	169
3760	2660	169
3761	2660	168
3762	2661	167
3763	2662	166
3764	2662	166
3765	2663	165
3766	2664	164
3767	2664	164
3768	2665	163
3769	2666	162
3770	2667	161
3771	2667	161
3772	2668	160
3773	2669	159
3774	2670	159
3775	2671	158
3776	2671	157
3777	2672	157
3778	2673	156
3779	2673	155
3780	2674	154
3781	2674	154
3782	2675	153
3783	2676	152
3784	2676	152
3785	2677	151
3786	2678	150
3787	2678	149
3788	2679	149
3789	2679	148
3790	2680	147
3791	2681	147
3792	2681	146
3793	2682	145
3794	2683	144
3795	2683	144
3796	2684	143
3797	2684	142
3798	2685	142
3799	2686	141
3800	2686	140
3801	2687	139
3802	2688	139
3803	2688	138
3804	2689	137
3805	2689	137
3806	2690	136
3807	2691	135
3808	2691	134
3809	2692	134
3810	2693	133
3811	2694	132
3812	2694	132
3813	2695	131
3814	2696	130
3815	2696	130
3816	2698	129
3817	2698	128
3818	2699	127
3819	2699	127
3820	2700	126
3821	2701	125
3822	2702	125
3823	2702	124
3824	2703	123
3825	2704	122
3826	2704	122
3827	2705	121
3828	2706	120
3829	2706	120
3830	2707	119
3831	2708	118
3832	2709	118
3833	2709	117
3834	2710	116
3835	2711	115
3836	2711	115
3837	2712	114
3838	2713	113
3839	2713	113
3840	2714	112
3841	2715	111
3842	2715	110
3843	2716	110
3844	2717	109
3845	2717	108
3846	2718	108
3847	2719	107
3848	2719	106
3849	2720	105
3850	2720	105
3851	2721	104
3852	2722	103
3853	2722	103
3854	2723	102
3855	2724	101
3856	2724	101
3857	2725	100
3858	2726	99
3859	2726	98
3860	2727	98
3861	2728	97
3862	2728	96
3863	2729	96
3864	2729	95
3865	2730	94
3866	2731	93
3867	2731	93
3868	2732	92
3869	2733	91
3870	2733	91
3871	2734	90
3872	2735	89
3873	2735	88
3874	2736	88
3875	2737	87
3876	2737	86
3877	2738	86
3878	2739	85
3879	2739	84
3880	2740	84
3881	2741	83
3882	2741	82
3883	2742	81
3884	2743	81
3885	2744	80
3886	2744	79
3887	2745	79
3888	2745	78
3889	2746	77
3890	2747	76
3891	2747	76
3892	2748	75
3893	2749	74
3894	2749	74
3895	2750	73
3896	2750	72
3897	2751	72
3898	2752	71
3899	2752	70
3900	2753	69
3901	2754	69
3902	2754	68
3903	2755	67
3904	2755	67
3905	2756	66
3906	2757	65
3907	2757	64
3908	2758	64
3909	2758	63
3910	2759	62
3911	2760	62
3912	2761	61
3913	2762	60
3914	2762	59
3915	2763	59
3916	2764	58
3917	2764	57
3918	2765	57
3919	2765	56
3920	2766	55
3921	2767	55
3922	2768	54
3923	2769	53
3924	2769	52
3925	2770	52
3926	2770	51
3927	2771	50
3928	2772	50
3929	2772	49
3930	2773	48
3931	2774	47
3932	2775	47
3933	2775	46
3934	2776	45
3935	2776	45
3936	2777	44
3937	2778	43
3938	2779	43
3939	2780	42
3940	2780	41
3941	2781	40
3942	2781	40
3943	2782	39
3944	2783	38
3945	2783	38
3946	2784	37
3947	2784	36
3948	2785	35
3949	2786	35
3950	2786	34
3951	2787	33
3952	2788	33
3953	2788	32
3954	2789	31
3955	2790	31
3956	2790	30
3957	2791	29
3958	2791	28
3959	2792	28
3960	2793	27
3961	2793	26
3962	2794	26
3963	2795	25
3964	2795	24
3965	2796	23
3966	2796	23
3967	2797	22
3968	2798	21
3969	2798	21
3970	2799	20
3971	2800	19
3972	2800	19
3973	2801	18
3974	2801	17
3975	2802	16
3976	2803	16
3977	2803	15
3978	2804	14
3979	2804	14
3980	2805	13
3981	2806	12
3982	2806	11
3983	2807	11
3984	2807	10
3985	2808	9
3986	2809	9
3987	2809	8
3988	2810	7
3989	2811	7
3990	2811	6
3991	2812	5
3992	2813	4
3993	2813	4
3994	2814	3
3995	2815	2
3996	2815	2
3997	2816	1
3998	2817	0
3999	2817	0
