iter	Passed	Remaining
1810	1331	1608
1811	1331	1608
1812	1332	1607
1813	1333	1607
1814	1334	1606
1815	1335	1605
1816	1336	1605
1817	1337	1605
1818	1338	1604
1819	1338	1603
1820	1339	1602
1821	1340	1601
1822	1340	1601
1823	1341	1600
1824	1342	1599
1825	1342	1598
1826	1343	1597
1827	1344	1597
1828	1344	1596
1829	1345	1595
1830	1346	1594
1831	1346	1593
1832	1347	1592
1833	1348	1592
1834	1348	1591
1835	1349	1590
1836	1350	1589
1837	1350	1588
1838	1351	1588
1839	1352	1587
1840	1352	1586
1841	1353	1585
1842	1354	1584
1843	1354	1584
1844	1355	1583
1845	1356	1582
1846	1357	1581
1847	1357	1581
1848	1358	1580
1849	1359	1579
1850	1360	1579
1851	1360	1578
1852	1362	1578
1853	1363	1577
1854	1363	1577
1855	1364	1576
1856	1365	1575
1857	1365	1574
1858	1366	1573
1859	1367	1573
1860	1368	1572
1861	1368	1571
1862	1369	1571
1863	1370	1570
1864	1371	1569
1865	1372	1569
1866	1372	1568
1867	1373	1567
1868	1374	1566
1869	1374	1566
1870	1375	1565
1871	1376	1564
1872	1377	1563
1873	1377	1563
1874	1378	1562
1875	1379	1561
1876	1379	1560
1877	1380	1559
1878	1381	1558
1879	1381	1558
1880	1382	1557
1881	1383	1556
1882	1383	1555
1883	1384	1554
1884	1385	1554
1885	1385	1553
1886	1386	1552
1887	1387	1551
1888	1387	1550
1889	1388	1550
1890	1389	1549
1891	1389	1548
1892	1390	1547
1893	1391	1546
1894	1391	1546
1895	1392	1545
1896	1393	1544
1897	1393	1543
1898	1394	1542
1899	1395	1542
1900	1395	1541
1901	1396	1540
1902	1397	1539
1903	1397	1538
1904	1398	1537
1905	1398	1536
1906	1399	1536
1907	1400	1535
1908	1400	1534
1909	1401	1533
1910	1402	1532
1911	1402	1531
1912	1403	1530
1913	1403	1530
1914	1404	1529
1915	1405	1528
1916	1405	1527
1917	1407	1527
1918	1408	1526
1919	1408	1526
1920	1409	1525
1921	1410	1524
1922	1410	1523
1923	1411	1522
1924	1411	1521
1925	1412	1521
1926	1413	1520
1927	1413	1519
1928	1414	1518
1929	1415	1517
1930	1415	1517
1931	1416	1516
1932	1417	1515
1933	1418	1515
1934	1419	1514
1935	1419	1513
1936	1420	1512
1937	1421	1512
1938	1421	1511
1939	1422	1510
1940	1423	1509
1941	1423	1508
1942	1424	1507
1943	1424	1507
1944	1425	1506
1945	1426	1505
1946	1426	1504
1947	1427	1503
1948	1428	1502
1949	1428	1502
1950	1429	1501
1951	1430	1500
1952	1430	1499
1953	1431	1498
1954	1432	1498
1955	1432	1497
1956	1433	1496
1957	1434	1495
1958	1434	1494
1959	1435	1494
1960	1436	1493
1961	1436	1492
1962	1437	1491
1963	1438	1490
1964	1438	1490
1965	1439	1489
1966	1440	1488
1967	1440	1487
1968	1441	1487
1969	1442	1486
1970	1443	1485
1971	1443	1484
1972	1444	1484
1973	1445	1483
1974	1445	1482
1975	1446	1481
1976	1447	1480
1977	1447	1479
1978	1448	1479
1979	1449	1478
1980	1449	1477
1981	1450	1476
1982	1450	1475
1983	1451	1474
1984	1452	1473
1985	1452	1473
1986	1453	1472
1987	1453	1471
1988	1454	1470
1989	1455	1469
1990	1455	1469
1991	1456	1468
1992	1457	1467
1993	1457	1466
1994	1458	1465
1995	1458	1464
1996	1459	1464
1997	1460	1463
1998	1461	1462
1999	1461	1461
2000	1462	1461
2001	1463	1460
2002	1463	1459
2003	1464	1458
2004	1465	1457
2005	1465	1457
2006	1466	1456
2007	1467	1455
2008	1467	1454
2009	1468	1453
2010	1468	1452
2011	1469	1452
2012	1470	1451
2013	1471	1450
2014	1472	1450
2015	1473	1449
2016	1474	1449
2017	1475	1448
2018	1476	1448
2019	1476	1447
2020	1477	1446
2021	1478	1445
2022	1478	1445
2023	1479	1444
2024	1480	1443
2025	1480	1442
2026	1481	1442
2027	1482	1441
2028	1483	1440
2029	1483	1440
2030	1484	1439
2031	1485	1438
2032	1485	1437
2033	1486	1436
2034	1487	1435
2035	1487	1435
2036	1488	1434
2037	1488	1433
2038	1489	1432
2039	1490	1432
2040	1491	1431
2041	1492	1430
2042	1493	1430
2043	1493	1429
2044	1494	1428
2045	1495	1427
2046	1495	1427
2047	1496	1426
2048	1497	1425
2049	1498	1425
2050	1498	1424
2051	1499	1423
2052	1500	1422
2053	1500	1421
2054	1501	1421
2055	1502	1420
2056	1502	1419
2057	1503	1418
2058	1504	1417
2059	1504	1417
2060	1505	1416
2061	1506	1415
2062	1506	1414
2063	1507	1414
2064	1508	1413
2065	1508	1412
2066	1509	1411
2067	1510	1410
2068	1510	1410
2069	1511	1409
2070	1512	1408
2071	1512	1407
2072	1513	1406
2073	1514	1406
2074	1514	1405
2075	1515	1404
2076	1516	1403
2077	1516	1403
2078	1517	1402
2079	1518	1401
2080	1518	1400
2081	1520	1400
2082	1520	1399
2083	1521	1398
2084	1522	1398
2085	1522	1397
2086	1523	1396
2087	1524	1395
2088	1524	1394
2089	1525	1393
2090	1525	1393
2091	1526	1392
2092	1527	1392
2093	1528	1391
2094	1529	1390
2095	1529	1389
2096	1530	1389
2097	1531	1388
2098	1531	1387
2099	1532	1386
2100	1533	1385
2101	1533	1384
2102	1534	1384
2103	1535	1383
2104	1535	1382
2105	1536	1381
2106	1537	1380
2107	1537	1380
2108	1538	1379
2109	1539	1378
2110	1539	1377
2111	1540	1377
2112	1541	1376
2113	1541	1375
2114	1543	1375
2115	1543	1374
2116	1544	1373
2117	1545	1372
2118	1545	1372
2119	1546	1371
2120	1547	1370
2121	1547	1369
2122	1548	1369
2123	1549	1368
2124	1549	1367
2125	1550	1366
2126	1551	1365
2127	1551	1365
2128	1552	1364
2129	1552	1363
2130	1553	1362
2131	1554	1361
2132	1555	1361
2133	1555	1360
2134	1556	1359
2135	1557	1358
2136	1557	1357
2137	1558	1357
2138	1558	1356
2139	1559	1355
2140	1560	1354
2141	1560	1353
2142	1561	1353
2143	1562	1352
2144	1562	1351
2145	1563	1350
2146	1563	1349
2147	1564	1348
2148	1565	1348
2149	1565	1347
2150	1566	1346
2151	1567	1345
2152	1567	1344
2153	1568	1344
2154	1568	1343
2155	1569	1342
2156	1570	1341
2157	1570	1340
2158	1571	1339
2159	1571	1339
2160	1572	1338
2161	1573	1337
2162	1574	1336
2163	1574	1336
2164	1575	1335
2165	1576	1334
2166	1577	1334
2167	1578	1333
2168	1578	1332
2169	1579	1331
2170	1580	1331
2171	1580	1330
2172	1581	1329
2173	1581	1328
2174	1582	1327
2175	1583	1327
2176	1583	1326
2177	1584	1325
2178	1585	1324
2179	1585	1323
2180	1586	1323
2181	1587	1322
2182	1587	1321
2183	1588	1320
2184	1589	1319
2185	1589	1319
2186	1590	1318
2187	1591	1317
2188	1591	1316
2189	1592	1316
2190	1593	1315
2191	1593	1314
2192	1594	1313
2193	1595	1312
2194	1595	1312
2195	1596	1311
2196	1597	1310
2197	1597	1309
2198	1598	1308
2199	1598	1308
2200	1599	1307
2201	1600	1306
2202	1600	1305
2203	1601	1305
2204	1602	1304
2205	1602	1303
2206	1603	1302
2207	1604	1301
2208	1604	1301
2209	1605	1300
2210	1606	1299
2211	1607	1299
2212	1608	1298
2213	1608	1297
2214	1609	1296
2215	1610	1296
2216	1611	1295
2217	1612	1295
2218	1612	1294
2219	1613	1293
2220	1614	1292
2221	1614	1292
2222	1615	1291
2223	1615	1290
2224	1616	1289
2225	1617	1288
2226	1617	1287
2227	1618	1287
2228	1619	1286
2229	1619	1285
2230	1620	1284
2231	1621	1284
2232	1621	1283
2233	1622	1282
2234	1623	1282
2235	1624	1281
2236	1625	1280
2237	1626	1280
2238	1627	1279
2239	1627	1278
2240	1628	1278
2241	1629	1277
2242	1629	1276
2243	1630	1275
2244	1630	1274
2245	1631	1274
2246	1632	1273
2247	1632	1272
2248	1633	1271
2249	1633	1270
2250	1634	1269
2251	1635	1269
2252	1635	1268
2253	1636	1267
2254	1637	1266
2255	1637	1266
2256	1638	1265
2257	1638	1264
2258	1639	1263
2259	1640	1262
2260	1640	1261
2261	1641	1261
2262	1641	1260
2263	1642	1259
2264	1643	1258
2265	1643	1257
2266	1644	1257
2267	1645	1256
2268	1646	1255
2269	1646	1255
2270	1647	1254
2271	1648	1253
2272	1648	1252
2273	1649	1251
2274	1649	1251
2275	1650	1250
2276	1651	1249
2277	1651	1248
2278	1652	1247
2279	1653	1247
2280	1653	1246
2281	1654	1245
2282	1655	1244
2283	1655	1244
2284	1656	1243
2285	1657	1242
2286	1657	1241
2287	1658	1240
2288	1659	1240
2289	1659	1239
2290	1660	1238
2291	1661	1238
2292	1662	1237
2293	1663	1236
2294	1664	1236
2295	1664	1235
2296	1665	1234
2297	1665	1233
2298	1666	1233
2299	1667	1232
2300	1667	1231
2301	1668	1230
2302	1669	1230
2303	1670	1229
2304	1671	1228
2305	1671	1228
2306	1672	1227
2307	1673	1226
2308	1674	1225
2309	1674	1225
2310	1675	1224
2311	1676	1223
2312	1676	1223
2313	1677	1222
2314	1678	1221
2315	1679	1220
2316	1679	1220
2317	1680	1219
2318	1681	1218
2319	1681	1217
2320	1682	1217
2321	1683	1216
2322	1684	1216
2323	1685	1215
2324	1685	1214
2325	1686	1213
2326	1686	1212
2327	1687	1212
2328	1688	1211
2329	1688	1210
2330	1689	1209
2331	1690	1208
2332	1690	1208
2333	1691	1207
2334	1692	1206
2335	1692	1205
2336	1693	1204
2337	1693	1204
2338	1694	1203
2339	1695	1202
2340	1695	1201
2341	1696	1201
2342	1697	1200
2343	1697	1199
2344	1698	1198
2345	1699	1197
2346	1699	1197
2347	1700	1196
2348	1701	1195
2349	1701	1194
2350	1702	1194
2351	1703	1193
2352	1703	1192
2353	1704	1191
2354	1705	1190
2355	1705	1190
2356	1706	1189
2357	1707	1188
2358	1707	1187
2359	1708	1187
2360	1709	1186
2361	1709	1185
2362	1710	1184
2363	1711	1184
2364	1711	1183
2365	1712	1182
2366	1713	1182
2367	1714	1181
2368	1714	1180
2369	1715	1179
2370	1716	1179
2371	1716	1178
2372	1717	1177
2373	1718	1176
2374	1718	1176
2375	1719	1175
2376	1720	1174
2377	1720	1173
2378	1721	1172
2379	1721	1172
2380	1722	1171
2381	1723	1170
2382	1723	1169
2383	1724	1168
2384	1725	1168
2385	1725	1167
2386	1726	1166
2387	1727	1165
2388	1727	1165
2389	1728	1164
2390	1729	1163
2391	1729	1162
2392	1730	1162
2393	1731	1161
2394	1731	1160
2395	1732	1159
2396	1733	1159
2397	1733	1158
2398	1734	1157
2399	1735	1156
2400	1735	1155
2401	1736	1155
2402	1736	1154
2403	1737	1153
2404	1738	1152
2405	1739	1152
2406	1740	1151
2407	1740	1150
2408	1741	1150
2409	1742	1149
2410	1743	1148
2411	1743	1148
2412	1744	1147
2413	1745	1146
2414	1746	1145
2415	1746	1145
2416	1747	1144
2417	1748	1143
2418	1749	1143
2419	1749	1142
2420	1750	1141
2421	1751	1140
2422	1751	1140
2423	1752	1139
2424	1753	1138
2425	1753	1137
2426	1754	1137
2427	1755	1136
2428	1755	1135
2429	1756	1134
2430	1757	1134
2431	1758	1133
2432	1758	1132
2433	1759	1132
2434	1760	1131
2435	1760	1130
2436	1761	1129
2437	1762	1129
2438	1762	1128
2439	1763	1127
2440	1764	1126
2441	1764	1125
2442	1765	1125
2443	1766	1124
2444	1767	1123
2445	1767	1123
2446	1768	1122
2447	1769	1121
2448	1769	1120
2449	1770	1120
2450	1771	1119
2451	1771	1118
2452	1772	1117
2453	1774	1118
2454	1775	1117
2455	1776	1116
2456	1776	1115
2457	1777	1115
2458	1778	1114
2459	1778	1113
2460	1779	1112
2461	1780	1112
2462	1780	1111
2463	1781	1110
2464	1782	1109
2465	1782	1109
2466	1783	1108
2467	1784	1107
2468	1784	1106
2469	1785	1106
2470	1786	1105
2471	1787	1104
2472	1787	1103
2473	1788	1103
2474	1789	1102
2475	1789	1101
2476	1791	1101
2477	1792	1100
2478	1792	1100
2479	1793	1099
2480	1794	1098
2481	1794	1097
2482	1795	1097
2483	1796	1096
2484	1797	1095
2485	1798	1095
2486	1799	1094
2487	1799	1093
2488	1800	1093
2489	1801	1092
2490	1801	1091
2491	1802	1090
2492	1803	1090
2493	1804	1089
2494	1804	1088
2495	1805	1087
2496	1805	1087
2497	1806	1086
2498	1807	1085
2499	1808	1084
2500	1808	1084
2501	1809	1083
2502	1810	1082
2503	1811	1082
2504	1811	1081
2505	1812	1080
2506	1813	1079
2507	1813	1078
2508	1814	1078
2509	1815	1077
2510	1815	1076
2511	1816	1075
2512	1817	1075
2513	1817	1074
2514	1818	1073
2515	1819	1072
2516	1819	1072
2517	1820	1071
2518	1821	1071
2519	1822	1070
2520	1822	1069
2521	1823	1068
2522	1824	1067
2523	1824	1067
2524	1825	1066
2525	1826	1065
2526	1826	1064
2527	1827	1064
2528	1828	1063
2529	1828	1062
2530	1829	1061
2531	1830	1061
2532	1831	1060
2533	1832	1059
2534	1832	1059
2535	1833	1058
2536	1834	1057
2537	1834	1056
2538	1835	1056
2539	1836	1055
2540	1836	1054
2541	1837	1053
2542	1838	1053
2543	1838	1052
2544	1839	1051
2545	1840	1050
2546	1840	1050
2547	1841	1049
2548	1842	1048
2549	1843	1048
2550	1843	1047
2551	1844	1046
2552	1845	1045
2553	1845	1044
2554	1846	1044
2555	1846	1043
2556	1847	1042
2557	1848	1041
2558	1848	1041
2559	1849	1040
2560	1850	1039
2561	1850	1038
2562	1851	1038
2563	1852	1037
2564	1852	1036
2565	1853	1035
2566	1853	1034
2567	1854	1034
2568	1855	1033
2569	1855	1032
2570	1856	1031
2571	1857	1031
2572	1857	1030
2573	1858	1029
2574	1859	1028
2575	1859	1028
2576	1860	1027
2577	1861	1026
2578	1862	1025
2579	1862	1025
2580	1863	1024
2581	1864	1023
2582	1864	1022
2583	1865	1022
2584	1866	1021
2585	1866	1020
2586	1867	1019
2587	1867	1019
2588	1868	1018
2589	1869	1017
2590	1869	1016
2591	1870	1016
2592	1871	1015
2593	1871	1014
2594	1872	1013
2595	1873	1013
2596	1873	1012
2597	1874	1011
2598	1874	1010
2599	1875	1009
2600	1876	1009
2601	1876	1008
2602	1877	1007
2603	1878	1006
2604	1878	1006
2605	1879	1005
2606	1879	1004
2607	1880	1003
2608	1881	1002
2609	1881	1002
2610	1882	1001
2611	1883	1000
2612	1884	1000
2613	1884	999
2614	1885	998
2615	1886	998
2616	1887	997
2617	1888	996
2618	1889	996
2619	1889	995
2620	1890	994
2621	1891	993
2622	1891	993
2623	1892	992
2624	1893	991
2625	1893	990
2626	1894	990
2627	1895	989
2628	1895	988
2629	1896	987
2630	1897	987
2631	1897	986
2632	1898	985
2633	1899	985
2634	1899	984
2635	1900	983
2636	1901	982
2637	1901	981
2638	1902	981
2639	1903	980
2640	1904	979
2641	1904	979
2642	1905	978
2643	1906	977
2644	1906	976
2645	1907	976
2646	1908	975
2647	1908	974
2648	1909	973
2649	1909	972
2650	1910	972
2651	1911	971
2652	1912	970
2653	1912	970
2654	1913	969
2655	1914	968
2656	1914	967
2657	1915	967
2658	1916	966
2659	1916	965
2660	1917	964
2661	1917	964
2662	1918	963
2663	1919	962
2664	1919	961
2665	1920	961
2666	1921	960
2667	1922	959
2668	1922	958
2669	1923	958
2670	1923	957
2671	1924	956
2672	1925	955
2673	1925	954
2674	1926	954
2675	1927	953
2676	1927	952
2677	1928	951
2678	1928	951
2679	1929	950
2680	1931	950
2681	1931	949
2682	1932	948
2683	1933	947
2684	1933	947
2685	1934	946
2686	1935	945
2687	1935	944
2688	1936	944
2689	1937	943
2690	1937	942
2691	1938	941
2692	1939	941
2693	1940	940
2694	1940	939
2695	1941	939
2696	1942	938
2697	1942	937
2698	1943	936
2699	1944	936
2700	1944	935
2701	1945	934
2702	1946	933
2703	1946	933
2704	1947	932
2705	1948	931
2706	1948	930
2707	1949	930
2708	1950	929
2709	1950	928
2710	1951	927
2711	1952	927
2712	1952	926
2713	1953	925
2714	1954	924
2715	1954	924
2716	1955	923
2717	1956	922
2718	1957	922
2719	1957	921
2720	1958	920
2721	1958	919
2722	1959	919
2723	1960	918
2724	1961	917
2725	1961	916
2726	1962	916
2727	1963	915
2728	1963	914
2729	1964	913
2730	1965	913
2731	1965	912
2732	1966	911
2733	1966	910
2734	1967	909
2735	1968	909
2736	1968	908
2737	1969	907
2738	1970	907
2739	1970	906
2740	1971	905
2741	1972	904
2742	1972	904
2743	1973	903
2744	1973	902
2745	1974	901
2746	1975	900
2747	1975	900
2748	1976	899
2749	1977	898
2750	1977	897
2751	1978	897
2752	1979	896
2753	1979	895
2754	1980	895
2755	1981	894
2756	1981	893
2757	1982	892
2758	1983	892
2759	1984	891
2760	1985	890
2761	1986	890
2762	1986	889
2763	1987	888
2764	1988	888
2765	1988	887
2766	1989	886
2767	1990	885
2768	1990	884
2769	1991	884
2770	1991	883
2771	1992	882
2772	1993	881
2773	1993	881
2774	1994	880
2775	1994	879
2776	1995	878
2777	1996	878
2778	1996	877
2779	1997	876
2780	1998	875
2781	1998	875
2782	1999	874
2783	2000	873
2784	2000	872
2785	2001	872
2786	2002	871
2787	2002	870
2788	2003	869
2789	2003	869
2790	2004	868
2791	2005	867
2792	2005	866
2793	2006	866
2794	2007	865
2795	2008	864
2796	2008	863
2797	2009	863
2798	2010	862
2799	2011	862
2800	2012	861
2801	2013	860
2802	2014	860
2803	2014	859
2804	2015	858
2805	2015	857
2806	2016	857
2807	2017	856
2808	2017	855
2809	2018	854
2810	2019	854
2811	2020	853
2812	2021	852
2813	2022	852
2814	2022	851
2815	2023	850
2816	2024	850
2817	2025	849
2818	2026	848
2819	2026	848
2820	2027	847
2821	2028	846
2822	2028	845
2823	2029	845
2824	2030	844
2825	2030	843
2826	2031	842
2827	2032	842
2828	2032	841
2829	2033	840
2830	2034	840
2831	2035	839
2832	2035	838
2833	2036	837
2834	2037	837
2835	2037	836
2836	2038	835
2837	2039	834
2838	2039	834
2839	2040	833
2840	2041	832
2841	2042	832
2842	2043	831
2843	2043	830
2844	2044	830
2845	2045	829
2846	2045	828
2847	2046	827
2848	2047	827
2849	2047	826
2850	2048	825
2851	2049	824
2852	2049	824
2853	2050	823
2854	2051	822
2855	2052	821
2856	2052	821
2857	2053	820
2858	2053	819
2859	2054	818
2860	2055	818
2861	2055	817
2862	2056	816
2863	2057	816
2864	2057	815
2865	2058	814
2866	2059	813
2867	2059	813
2868	2060	812
2869	2061	811
2870	2061	810
2871	2062	810
2872	2063	809
2873	2063	808
2874	2064	807
2875	2065	807
2876	2066	806
2877	2067	805
2878	2067	805
2879	2068	804
2880	2069	803
2881	2069	802
2882	2070	802
2883	2070	801
2884	2071	800
2885	2072	800
2886	2073	799
2887	2073	798
2888	2074	797
2889	2075	797
2890	2075	796
2891	2076	795
2892	2076	794
2893	2077	793
2894	2078	793
2895	2078	792
2896	2079	791
2897	2080	791
2898	2080	790
2899	2081	789
2900	2082	788
2901	2082	788
2902	2083	787
2903	2084	786
2904	2084	785
2905	2085	785
2906	2086	784
2907	2086	783
2908	2087	782
2909	2087	782
2910	2088	781
2911	2089	780
2912	2089	779
2913	2091	779
2914	2091	778
2915	2092	777
2916	2092	777
2917	2093	776
2918	2094	775
2919	2095	774
2920	2095	774
2921	2096	773
2922	2096	772
2923	2097	771
2924	2098	771
2925	2098	770
2926	2099	769
2927	2100	768
2928	2100	768
2929	2101	767
2930	2102	766
2931	2103	766
2932	2104	765
2933	2104	764
2934	2105	763
2935	2106	763
2936	2106	762
2937	2107	761
2938	2108	761
2939	2108	760
2940	2109	759
2941	2110	758
2942	2110	758
2943	2111	757
2944	2112	756
2945	2112	755
2946	2113	755
2947	2113	754
2948	2115	753
2949	2115	753
2950	2116	752
2951	2117	751
2952	2117	750
2953	2118	750
2954	2119	749
2955	2119	748
2956	2120	747
2957	2120	747
2958	2121	746
2959	2122	745
2960	2122	744
2961	2123	744
2962	2124	743
2963	2124	742
2964	2125	741
2965	2126	741
2966	2126	740
2967	2127	739
2968	2127	738
2969	2128	738
2970	2129	737
2971	2129	736
2972	2130	735
2973	2131	735
2974	2131	734
2975	2132	733
2976	2132	732
2977	2133	732
2978	2134	731
2979	2134	730
2980	2135	729
2981	2136	729
2982	2136	728
2983	2137	727
2984	2137	726
2985	2138	726
2986	2139	725
2987	2139	724
2988	2140	724
2989	2141	723
2990	2141	722
2991	2142	721
2992	2143	721
2993	2143	720
2994	2144	719
2995	2145	718
2996	2145	718
2997	2146	717
2998	2147	716
2999	2148	716
3000	2148	715
3001	2149	714
3002	2149	713
3003	2150	713
3004	2151	712
3005	2151	711
3006	2152	710
3007	2153	710
3008	2153	709
3009	2155	708
3010	2156	708
3011	2157	707
3012	2158	707
3013	2159	706
3014	2160	705
3015	2161	705
3016	2167	706
3017	2168	705
3018	2169	704
3019	2170	704
3020	2170	703
3021	2171	702
3022	2172	702
3023	2173	701
3024	2174	700
3025	2174	700
3026	2175	699
3027	2176	698
3028	2177	697
3029	2177	697
3030	2178	696
3031	2178	695
3032	2179	694
3033	2180	694
3034	2181	693
3035	2181	692
3036	2182	692
3037	2183	691
3038	2183	690
3039	2184	689
3040	2185	689
3041	2185	688
3042	2186	687
3043	2187	686
3044	2187	686
3045	2188	685
3046	2189	684
3047	2189	683
3048	2190	683
3049	2191	682
3050	2191	681
3051	2192	681
3052	2193	680
3053	2193	679
3054	2194	678
3055	2194	678
3056	2195	677
3057	2196	676
3058	2197	675
3059	2197	675
3060	2198	674
3061	2199	673
3062	2200	673
3063	2200	672
3064	2201	671
3065	2202	670
3066	2202	670
3067	2203	669
3068	2203	668
3069	2204	667
3070	2205	667
3071	2206	666
3072	2206	665
3073	2207	664
3074	2208	664
3075	2208	663
3076	2210	662
3077	2210	662
3078	2211	661
3079	2212	660
3080	2212	659
3081	2213	659
3082	2213	658
3083	2214	657
3084	2215	656
3085	2215	656
3086	2216	655
3087	2216	654
3088	2217	653
3089	2218	653
3090	2218	652
3091	2219	651
3092	2220	651
3093	2220	650
3094	2221	649
3095	2222	648
3096	2222	648
3097	2223	647
3098	2223	646
3099	2224	645
3100	2225	645
3101	2225	644
3102	2226	643
3103	2227	642
3104	2227	642
3105	2228	641
3106	2228	640
3107	2229	639
3108	2230	639
3109	2231	638
3110	2231	637
3111	2232	636
3112	2232	636
3113	2233	635
3114	2234	634
3115	2234	634
3116	2235	633
3117	2236	632
3118	2236	631
3119	2237	631
3120	2238	630
3121	2238	629
3122	2239	628
3123	2240	628
3124	2240	627
3125	2241	626
3126	2241	625
3127	2242	625
3128	2243	624
3129	2243	623
3130	2244	622
3131	2245	622
3132	2245	621
3133	2246	620
3134	2247	620
3135	2247	619
3136	2248	618
3137	2249	617
3138	2249	617
3139	2250	616
3140	2250	615
3141	2251	614
3142	2252	614
3143	2252	613
3144	2253	612
3145	2254	611
3146	2254	611
3147	2255	610
3148	2256	609
3149	2256	608
3150	2257	608
3151	2257	607
3152	2258	606
3153	2259	606
3154	2259	605
3155	2260	604
3156	2261	603
3157	2262	603
3158	2262	602
3159	2263	601
3160	2264	600
3161	2264	600
3162	2265	599
3163	2266	598
3164	2266	598
3165	2267	597
3166	2268	596
3167	2268	595
3168	2269	595
3169	2270	594
3170	2270	593
3171	2271	592
3172	2272	592
3173	2272	591
3174	2273	590
3175	2274	589
3176	2274	589
3177	2275	588
3178	2276	587
3179	2276	587
3180	2277	586
3181	2277	585
3182	2278	584
3183	2279	584
3184	2280	583
3185	2280	582
3186	2281	582
3187	2282	581
3188	2282	580
3189	2283	579
3190	2284	579
3191	2285	578
3192	2285	577
3193	2286	577
3194	2287	576
3195	2288	575
3196	2288	574
3197	2289	574
3198	2289	573
3199	2290	572
3200	2291	571
3201	2291	571
3202	2292	570
3203	2293	569
3204	2293	568
3205	2294	568
3206	2294	567
3207	2295	566
3208	2296	566
3209	2296	565
3210	2297	564
3211	2298	563
3212	2299	563
3213	2300	562
3214	2300	561
3215	2301	561
3216	2302	560
3217	2303	559
3218	2304	559
3219	2305	558
3220	2305	557
3221	2306	556
3222	2307	556
3223	2307	555
3224	2308	554
3225	2308	553
3226	2309	553
3227	2310	552
3228	2311	551
3229	2312	551
3230	2312	550
3231	2313	549
3232	2314	549
3233	2314	548
3234	2315	547
3235	2316	546
3236	2316	546
3237	2317	545
3238	2318	544
3239	2318	543
3240	2319	543
3241	2320	542
3242	2320	541
3243	2321	541
3244	2322	540
3245	2322	539
3246	2323	538
3247	2324	538
3248	2324	537
3249	2325	536
3250	2326	535
3251	2326	535
3252	2327	534
3253	2328	533
3254	2328	532
3255	2329	532
3256	2329	531
3257	2330	530
3258	2331	530
3259	2331	529
3260	2332	528
3261	2333	527
3262	2333	527
3263	2334	526
3264	2335	525
3265	2336	524
3266	2337	524
3267	2338	523
3268	2338	522
3269	2339	522
3270	2339	521
3271	2340	520
3272	2341	520
3273	2341	519
3274	2342	518
3275	2343	517
3276	2344	517
3277	2345	516
3278	2345	515
3279	2346	515
3280	2347	514
3281	2347	513
3282	2348	512
3283	2349	512
3284	2349	511
3285	2350	510
3286	2351	510
3287	2351	509
3288	2352	508
3289	2353	507
3290	2353	507
3291	2354	506
3292	2355	505
3293	2355	504
3294	2356	504
3295	2356	503
3296	2357	502
3297	2358	501
3298	2359	501
3299	2359	500
3300	2360	499
3301	2361	499
3302	2361	498
3303	2362	497
3304	2363	496
3305	2363	496
3306	2364	495
3307	2364	494
3308	2365	493
3309	2366	493
3310	2366	492
3311	2367	491
3312	2367	491
3313	2368	490
3314	2369	489
3315	2369	488
3316	2370	488
3317	2371	487
3318	2372	486
3319	2372	486
3320	2373	485
3321	2374	484
3322	2374	483
3323	2375	483
3324	2375	482
3325	2376	481
3326	2376	480
3327	2377	480
3328	2378	479
3329	2378	478
3330	2379	477
3331	2380	477
3332	2381	476
3333	2381	475
3334	2382	475
3335	2382	474
3336	2383	473
3337	2384	472
3338	2384	472
3339	2385	471
3340	2386	470
3341	2386	469
3342	2387	469
3343	2388	468
3344	2388	467
3345	2389	467
3346	2390	466
3347	2390	465
3348	2391	464
3349	2391	464
3350	2392	463
3351	2393	462
3352	2393	461
3353	2394	461
3354	2395	460
3355	2395	459
3356	2396	459
3357	2397	458
3358	2398	457
3359	2399	456
3360	2399	456
3361	2400	455
3362	2400	454
3363	2401	454
3364	2402	453
3365	2402	452
3366	2403	451
3367	2403	451
3368	2404	450
3369	2405	449
3370	2405	448
3371	2406	448
3372	2407	447
3373	2407	446
3374	2408	446
3375	2409	445
3376	2409	444
3377	2410	443
3378	2411	443
3379	2411	442
3380	2412	441
3381	2412	440
3382	2413	440
3383	2414	439
3384	2414	438
3385	2415	438
3386	2416	437
3387	2416	436
3388	2417	435
3389	2417	435
3390	2418	434
3391	2419	433
3392	2419	432
3393	2420	432
3394	2420	431
3395	2421	430
3396	2422	429
3397	2422	429
3398	2423	428
3399	2424	427
3400	2424	427
3401	2425	426
3402	2426	425
3403	2426	424
3404	2427	424
3405	2427	423
3406	2428	422
3407	2429	421
3408	2429	421
3409	2430	420
3410	2431	419
3411	2432	419
3412	2433	418
3413	2434	417
3414	2434	417
3415	2435	416
3416	2437	415
3417	2438	415
3418	2439	414
3419	2439	413
3420	2440	413
3421	2441	412
3422	2442	411
3423	2442	410
3424	2443	410
3425	2443	409
3426	2444	408
3427	2445	407
3428	2445	407
3429	2446	406
3430	2447	405
3431	2447	405
3432	2448	404
3433	2449	403
3434	2450	403
3435	2450	402
3436	2451	401
3437	2452	400
3438	2452	400
3439	2453	399
3440	2453	398
3441	2454	397
3442	2455	397
3443	2455	396
3444	2456	395
3445	2457	395
3446	2457	394
3447	2458	393
3448	2458	392
3449	2459	392
3450	2460	391
3451	2460	390
3452	2461	389
3453	2461	389
3454	2462	388
3455	2463	387
3456	2464	387
3457	2465	386
